"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","surplus_hillary","surplus_hillary2"
"2515","Robertson","Tennessee",6637,19410,9318,17903,8289,17641,1918,827,0,1,4,6,7,11,9,12,12,13,68079,66283,25.1,13.5,50.9,89.5,7.8,0.7,6.2,3.7,85.2,17.1,4758,29.9,76.7,23809,52792,13,476.29,139.2,142.9360264,62,2,5,0,0,1,1,1,3,0,67983,1.103216981,0.645730988,0.77,175,-0.913647627,-0.03,0.25,0.118745,91706,42672
"2516","Rutherford","Tennessee",36706,64515,40412,59850,36400,60829,8246,6022,0,10,25,19,36,31,58,26,37,42,288906,262604,25,9.6,50.7,79.7,14,3.3,7.2,7,89.7,28.3,19043,26.9,67.6,25077,55401,13,619.36,424,466.4589253,165,7,7,0,3,2,2,18,4,0,289147,0.719357282,0.636665185,0.75,773,-1.271899249,0.1,0.12,0.114355,76670,43805
"2517","Scott","Tennessee",934,6044,1720,4931,1452,5117,273,180,0,0,0,2,4,7,5,5,4,9,21987,22228,24.5,15.6,50.8,98.2,0.3,0.3,0.7,0.4,75,10.3,1172,26.9,77.5,17121,28401,28.3,532.3,41.8,41.30565471,14,0,0,0,0,1,0,0,0,0,21994,0.682004183,0.455246808,0.78,47,-2.156575838,0.01,0.05,0.105533,99369,41674
"2518","Sequatchie","Tennessee",1053,4441,1717,3606,1488,3541,273,206,0,1,5,1,0,2,3,0,3,4,14704,14112,21.8,19.2,50.8,97.2,0.7,0.4,3.4,1.4,80.5,13.5,864,32.5,73.7,20899,36434,17.4,265.86,53.1,55.3073046,6,0,0,0,0,0,0,1,0,0,14778,0.473677088,0.599161035,0.79,50,-1.538291481,0.21,0.07,0.104158,101091,41648
"2519","Sevier","Tennessee",6297,28629,8597,24915,7415,25979,1261,1241,0,4,9,22,11,17,28,16,17,20,95110,89889,21.1,17.7,50.9,95.8,1.2,1.2,5.6,5.2,82.3,15,7284,25.5,66.8,22242,43649,14.5,592.5,151.7,160.5232068,81,1,5,0,1,1,0,6,2,2,94889,1.043324305,0.588918646,0.71,279,-1.117151507,-0.16,0.04,0.104126,82147,41601
"2520","Shelby","Tennessee",208992,116344,253633,143422,232201,135536,66702,16101,0,51,69,72,111,137,203,122,89,82,938803,927644,25.5,11.6,52.4,42.3,53.3,2.6,6,6.2,86,29,58540,22.4,59.2,25549,46250,20.8,763.17,1215.5,1230.136143,613,59,28,3,16,44,4,76,18,3,938405,0.920711207,0.619565163,0.7,8031,-0.126483314,-0.66,0.06,0.102487,197127,92182
"2521","Smith","Tennessee",1689,5494,2990,4561,2467,4492,654,253,0,0,0,0,4,7,11,2,8,4,19009,19166,23.4,15.4,50.5,95.7,2.1,0.3,2.6,0.8,78.9,11.1,1171,29.6,73.6,21153,42383,19.4,314.29,61,60.48235706,11,0,0,0,0,1,0,0,1,0,19040,0.682773109,0.553066958,0.81,55,-1.632977314,0.33,0.27,0.098635,100674,41982
"2522","Stewart","Tennessee",1222,3864,2470,2956,2069,2963,527,244,0,2,3,3,1,3,2,1,4,3,13279,13324,21.5,18.9,49.7,94.4,1.9,1.1,2.5,1.5,84.4,11.7,1650,35.7,78.7,21701,39781,20,459.33,29,28.90949862,10,2,1,0,0,0,0,0,0,0,13268,0.979801025,0.5801951,0.76,49,-1.098073019,0.21,0.24,0.091164,101837,41864
"2523","Sullivan","Tennessee",12578,46979,18346,44802,15303,43528,2726,2181,0,21,15,20,34,30,44,29,32,33,157047,156823,19.9,20.3,51.6,95.1,2.4,0.7,1.7,1.5,84.1,20.5,14321,21.7,74.1,23850,39479,18.3,413.36,379.4,379.9279079,177,14,9,0,1,6,2,23,5,0,156803,1.511450674,0.670582044,0.79,801,-0.014132214,-0.31,-0.07,0.090902,70078,42126
"2524","Sumner","Tennessee",18161,50129,21486,44947,18571,45979,4226,2263,0,9,8,12,19,23,40,24,21,41,172706,160645,24.3,14.6,51.2,89.5,7.1,1.4,4.4,3.7,87.1,23.7,12953,27.5,72.9,27795,55509,10.4,529.45,303.4,326.1988856,112,7,6,0,2,3,2,16,6,0,172870,0.89084283,0.633913592,0.79,475,-1.130577111,0.09,-0.01,0.089349,72511,43544
"2525","Tipton","Tennessee",5785,16910,7911,17114,7020,16395,1454,574,0,6,1,3,8,7,19,7,6,14,61623,61081,25.6,13.1,50.7,78.1,18.7,0.7,2.5,1.7,85.1,15.1,5189,32.3,74,23054,52423,13.4,458.37,133.3,134.4394267,52,2,2,0,0,0,0,3,2,0,61812,0.986863392,0.60043385,0.79,141,-1.26271331,-0.57,0.07,0.083544,93354,42461
"2526","Trousdale","Tennessee",946,2103,1474,1687,1238,1610,321,114,0,1,0,1,0,2,1,0,0,1,8002,7870,22.8,15.5,50.4,87.8,9.1,0.3,3,1.4,78.5,12.9,572,31.8,75.4,20491,43034,13.6,114.19,68.9,70.07618881,3,0,1,0,0,0,0,0,0,0,8002,0.499875031,0.531467252,0.78,26,-1.813869652,-0.13,0.22,0.081522,103322,41788
"2527","Unicoi","Tennessee",1262,5671,2106,5011,1909,5028,245,272,0,5,3,4,5,2,6,2,4,3,17963,18313,19.4,21.8,50.8,98,0.5,0.2,4.4,3.4,76.1,12.9,1449,22,75.1,20152,32292,21.7,186.17,98.4,96.4870817,25,2,1,0,0,2,0,2,0,0,17928,1.784917448,0.610020661,0.8,68,-0.248726964,0.2,0.22,0.078,100070,41554
"2528","Union","Tennessee",1012,5053,1828,4461,1474,4278,316,196,0,1,1,4,4,4,11,7,5,9,19113,19109,23.3,16.3,50.4,97.7,0.3,0.2,1.5,0.5,73.1,8.2,998,34.1,81.7,17426,34399,23.6,223.55,85.5,85.49765153,7,1,2,0,0,0,0,0,0,0,18984,0.526759376,0.529481239,0.74,38,-1.999001654,0.26,0.05,0.077885,100438,41701
"2529","VanBuren","Tennessee",539,1820,849,1293,875,1384,242,96,-1,0.699665549,0.506185747,0.506185747,0,0,4,0,0,2,5633,5548,19,20.8,50.1,97.7,0.7,0.2,1.3,1,79.5,10.4,480,26.6,85.4,19450,33547,22.5,273.42,20.3,20.60200424,2,0,0,0,0,0,0,0,0,0,5611,0.356442702,0.489882854,0.82,7,-2.47384404,NA,NA,0.076008,103198,41727
"2530","Warren","Tennessee",3535,9540,5515,8558,4748,8007,1319,671,0,1,3,1,4,8,10,7,3,7,39969,39839,23.6,16.8,50.6,93.7,3.6,0.7,8.3,5.2,76.5,12.1,2709,23.9,69.9,19531,34641,21.5,432.68,92.1,92.37542757,37,3,4,0,0,0,2,2,0,0,40038,1.198861082,0.565820363,0.77,121,-1.079701141,-0.01,0.05,0.070329,98474,42229
"2531","Washington","Tennessee",13024,34252,15894,32216,14318,32787,2445,2833,0,14,19,15,22,21,38,18,26,20,126242,122979,19.8,16.9,51.1,92.1,4.3,1.4,3.3,3.2,86.5,29.3,11882,20.9,66.1,25355,42075,18.3,326.47,376.7,386.6879039,133,11,5,0,3,5,2,8,2,0,125862,1.342740462,0.629251166,0.79,522,-0.501693593,-0.31,-0.16,0.06651,83251,41193
"2532","Wayne","Tennessee",717,5036,1355,4075,1163,4251,208,113,0,5,4,1,0,3,3,2,1,2,16913,17021,18.5,18.3,44.9,92.1,6.1,0.2,1.8,1,75.7,7.9,1299,27.7,82.6,17706,33198,20.2,734.1,23.2,23.03909549,13,0,0,0,0,0,0,0,0,0,16842,0.771879824,0.518231627,0.76,38,-1.788431667,0.29,0.38,0.064549,100160,41676
"2533","Weakley","Tennessee",2772,9008,4594,8853,3547,8601,860,453,0,4,5,3,4,7,8,5,6,5,34373,35021,19.4,17,51.1,88.8,8.2,1.2,2.3,1.6,83.8,20.1,2653,21.5,65.6,19547,35273,20.9,580.36,60.3,59.2270315,50,4,1,0,0,1,0,0,2,0,34142,1.698787417,0.580974806,0.77,138,-0.392168935,-0.01,0.14,0.062675,98243,41988
"2534","White","Tennessee",1845,7671,3369,6100,2793,6192,689,402,0,1,2,4,1,7,12,3,0,4,26301,25841,22,19.2,51.2,95.5,2,0.3,2.1,1,78.1,11,2279,23.9,74.2,18205,34474,19.9,376.67,68.6,69.8250458,18,0,1,0,0,0,0,1,2,0,26350,0.834914611,0.546421953,0.8,53,-1.671840902,-0.27,0.1,0.058792,98653,41868
"2535","Williamson","Tennessee",31013,68212,27879,64843,24328,68090,6056,3915,0,6,9,14,9,17,26,28,28,21,205226,183182,28.1,11.6,51.2,90,4.5,3.7,4.7,5.9,94.6,52.8,9342,26.7,81.3,41292,89779,5.7,582.6,314.4,352.2588397,173,12,7,3,15,0,1,38,6,0,205334,1.241879085,0.714842879,0.82,1316,0.140615528,0.22,-0.16,0.054949,67280,43722
"2536","Wilson","Tennessee",14385,39406,15462,33767,14669,36076,3876,2106,0,4,6,12,12,17,35,20,15,21,125376,113993,24.2,14.5,50.9,89.4,6.9,1.5,3.7,4.1,88.7,26,9480,28.4,79.2,27864,60390,10.2,570.83,199.7,219.6380709,96,6,5,0,1,5,1,9,5,0,125418,1.020587157,0.678725816,0.78,368,-0.793523809,0.01,0.2,0.053081,79458,43351
"2537","Anderson","Texas",3369,13201,4624,11855,3796,12235,996,299,0,4,1,4,14,8,8,12,13,16,57627,58458,19.2,13.8,39,75.2,21.7,0.8,17,6.4,79,10.9,4592,22,70.4,18495,40653,20.3,1062.6,55,54.23207228,50,6,2,1,0,0,1,2,2,0,57742,1.10837865,0.611912131,0.65,200,-0.852879108,0.08,0.18,0.637752,94647,42278
"2538","Andrews","Texas",836,3927,790,3815,794,3636,76,38,0,0,1.265270777,0,1,3,2,2,4,3,17477,14786,30.6,9.9,48.9,93.9,2.2,0.9,54.6,14.4,73.6,14.2,972,23.2,78.1,27429,57825,12.5,1500.71,9.9,11.64582098,10,0,1,0,0,0,0,0,1,0,17457,0.687403334,0.541893362,0.71,50,-1.644283085,1.31,0.43,0.633302,101388,41619
"2539","Angelina","Texas",7538,21668,9377,19569,7833,20301,1950,622,0,1,3,5,13,9,13,12,11,8,87750,86771,26.1,15,51.1,81.2,15.7,1.1,21.2,7.9,78.2,15,6425,19,66.7,20982,41354,19.3,797.78,108.8,109.9927298,84,7,4,0,0,5,1,5,1,0,87875,1.217638691,0.575987996,0.7,364,-0.802709748,-0.02,0.1,0.63216,90349,42909
"2540","Aransas","Texas",2465,7740,3005,6691,2703,6829,488,272,0,1,6,0,5,2,5,7,8,7,24972,23158,18.6,26.6,50.5,92.8,2,2.1,26.7,5.8,86,21.7,2853,22.3,73.3,26953,42476,19.6,252.07,91.9,99.06771928,11,3,2,0,0,0,0,2,2,0,24933,0.802149761,0.607441919,0.71,115,-0.968763262,0.22,0.05,0.618892,99204,41797
"2541","Archer","Texas",394,3786,739,3591,525,3599,99,64,0,3,0,3,2,1,3,0,0,4,8811,9054,21.7,18.1,49.9,95.7,1.1,0.3,8.2,3.8,86.5,20,863,20.7,80.6,27800,56452,11.3,903.11,10,9.75628661,8,2,0,0,0,0,0,0,1,0,8808,1.248864668,0.658652325,0.68,44,-0.279817835,1.27,0.58,0.61602,101087,41616
"2542","Armstrong","Texas",70,924,128,856,98,828,1,4,-1,0.102984,0.172041841,0.228473076,0.153219471,0.102801108,0.188709591,0.220543317,0.318828883,0.388592565,1955,1901,23.4,21.4,50.7,95.7,1.7,0.2,8.4,3.9,88.8,24.7,187,25.8,78.4,26823,61635,11.1,909.11,2.1,2.15045484,4,0,0,0,0,0,0,0,0,0,1948,2.05338809,0.653389238,0.59,15,0.920007124,NA,NA,0.614029,103625,41578
"2543","Atascosa","Texas",4651,8618,4400,5546,5128,7451,1355,478,0,3,4,3,7,2,5,2,7,3,47774,44911,27.9,13.9,50.3,95.6,1.4,0.6,62.6,6.5,73.6,14.1,3302,30.2,74.3,20193,47543,16.4,1219.54,36.8,39.17378684,29,2,1,0,1,0,1,3,1,0,47812,0.794779553,0.525378929,0.58,133,-1.584221176,0.24,0.26,0.607962,100512,42458
"2544","Austin","Texas",2320,9637,2819,8777,2252,9260,492,165,0,2,2,2,0,1,3,3,7,6,29114,28417,24.2,17.6,50.4,87.5,9.6,0.6,25.9,9.8,85.1,18.6,1877,28.1,76.1,25884,53265,10.1,646.51,44,45.03255943,23,2,4,0,0,0,0,4,3,0,28994,1.241636201,0.646986948,0.68,203,0.012718992,0.43,0.31,0.601515,97162,41908
"2545","Bailey","Texas",397,1344,680,1618,466,1336,84,29,-1,0.360318728,0.60193717,0.79937785,0.535151559,0.358680624,0.660254022,0,1,0,6910,7165,30.3,15,49.3,93.7,1.7,0.7,61.1,22.4,65.4,11.1,425,19.3,65.2,18676,46139,13,826.8,8.7,8.35752298,7,0,2,0,1,0,0,1,1,0,6960,1.724137931,0.514885172,0.64,24,-0.698837976,0.38,0.14,0.600308,103532,41636
"2546","Bandera","Texas",1726,8163,2248,6934,1859,7423,378,294,0,4,2,5,1,1,2,5,5,2,20892,20485,17.4,24.6,50.5,96,0.9,0.5,17.9,3.7,86.6,21.9,3116,38.9,80.3,25364,49215,15.3,790.96,25.9,26.41347224,20,1,1,0,0,0,0,1,1,0,20916,1.147446931,0.637086986,0.5,147,-0.044516474,0.22,-0.14,0.596651,98042,41665
"2547","Bastrop","Texas",10569,16328,11678,13797,9860,14019,2896,1950,0,3,9,11,10,5,5,10,9,10,78069,74171,25.5,13.7,49.1,87.1,8,1,35,11.2,80.4,16.3,6672,34.2,78.2,23342,51750,16.5,888.15,83.5,87.90069245,44,4,5,1,1,1,0,4,3,0,78148,0.806162666,0.613113276,0.73,380,-0.905168299,0.18,0.16,0.58712,98720,42527
"2548","Baylor","Texas",191,1267,366,1262,267,1297,46,24,-1,0.197737573,0.33033419,0.438686706,1,0,0,0.423267126,0.613210794,0.765792491,3592,3726,21.3,25.1,51.9,94.2,3.1,0.2,12.4,2.4,83.7,24.1,265,13.5,73,28021,33445,15.4,867.48,4.3,4.140729469,6,0,2,0,0,0,0,0,0,0,3586,2.230897936,0.628751975,0.82,30,1.011866514,NA,NA,0.584416,103403,41603
"2549","Bee","Texas",3444,4744,3645,4467,3451,4354,1133,320,0,0,0,1,4,3,6,6,3,8,32863,31861,21.3,11.4,40,88.6,8.6,0.7,57.8,4.8,70.8,8.2,2453,25.2,65.4,16848,43690,22.2,880.24,36.2,37.33413614,16,2,2,0,0,0,1,3,1,0,32911,0.759624442,0.529289265,0.64,126,-1.440072595,0.26,0.14,0.580794,103179,42394
"2550","Bell","Texas",37801,51998,40185,49066,35315,49369,7430,3090,0,10,14,15,14,36,23,28,54,53,329140,310235,27.7,9.9,50,67.7,22.7,3.3,23.5,7.7,89.5,21.7,43424,18.9,56.7,22857,50060,15.3,1051.02,295.2,313.1624517,183,29,14,0,2,7,2,30,2,0,329394,0.816651184,0.527163544,0.7,1060,-1.524159267,-0.22,-0.03,0.580366,90282,45921
"2551","Bexar","Texas",319550,240333,275023,245932,263871,240519,76533,36750,0,98,150,185,165,206,230,147,196,230,1855866,1714773,26.2,11.3,50.8,85.2,8.3,2.9,59.3,13.1,82.6,26.3,151376,24.1,59.7,24253,50112,17.6,1239.82,1383.1,1496.883419,690,88,37,27,26,28,12,140,29,9,1860274,0.583784969,0.559229091,0.73,5259,-1.678907009,-0.48,-0.19,0.572351,183696,81364
"2552","Blanco","Texas",1244,4212,1466,3417,1220,3637,284,232,0,1,1,2,0,3,0,1,3,3,10812,10497,19.2,22.4,49.6,95.6,1.1,0.5,18.8,8.5,87,26.8,1271,27.3,79.2,26781,49487,9.3,709.25,14.8,15.24427212,12,0,2,1,0,0,0,0,0,0,10798,1.389146138,0.691174427,0.53,94,0.674813213,0.41,-0.01,0.568622,101511,41633
"2553","Borden","Texas",31,330,40,316,32,324,4,1,-1,0.033811558,0.056484529,0.075011951,0.05041181,0.033819154,0.061956861,0.0725625,0.104887226,0.13111892,652,641,21.6,20.6,46.5,95.7,0.6,0.2,16.9,1.1,92.1,32.1,50,24.7,66.7,50042,71607,0.9,897.44,0.7,0.726510965,0,0,0,0,0,0,0,0,0,0,654,0,0.842227378,0.52,7,0.399235042,NA,NA,0.562471,104180,41584
"2554","Bosque","Texas",1278,6339,1796,5760,1366,5873,353,199,0,2,4,1,1,3,0,1,2,3,17780,18212,21.8,23.9,50.5,95,2,0.6,17.1,6.2,82,15.4,1892,29,76.9,23992,44742,14.7,982.98,18.5,18.0878553,25,2,2,0,0,0,0,0,1,0,17734,1.691665727,0.614177173,0.6,134,0.405594538,0.51,0.32,0.562048,99418,41735
"2555","Bowie","Texas",8838,24924,10801,24136,10184,24840,2437,687,0,5,3,2,5,5,5,23,14,16,93275,92565,23.8,15.5,49.5,71,24.7,1.1,7.3,3.3,86.8,19,8160,17.1,66.8,22911,42346,19.7,885.01,104.6,105.3942893,98,11,2,0,3,6,1,9,2,0,93298,1.414821325,0.617795383,0.74,364,-0.50946631,-0.15,0.12,0.560247,88393,43331
"2556","Brazoria","Texas",43200,72791,36461,67444,34327,70684,9009,3721,0,9,12,21,27,42,34,39,34,35,338124,313166,26.8,10.9,49.3,77.5,13.5,6.3,29.2,12.5,85.3,27.5,20900,28.8,73.9,29081,67603,11.2,1357.7,230.7,249.0417618,171,11,11,2,0,5,3,24,8,0,338176,0.694904428,0.597960841,0.73,1099,-1.346799983,0.23,0.08,0.557514,74888,46869
"2557","Brazos","Texas",23121,38738,20459,37403,17440,37152,3561,3589,0,6,7,5,15,11,11,11,6,20,209152,194851,20.5,8.3,49.3,80.4,11.4,5.6,24.8,13,85,38.8,8937,18,46,21720,38310,29.8,585.45,332.8,357.2499786,107,15,12,4,3,2,1,21,5,1,209201,0.81739571,0.611633295,0.71,747,-1.117858118,-0.42,0,0.557299,88862,41553
"2558","Brewster","Texas",1873,2077,1819,1781,1765,1975,701,771,0,1,1,3,5,3,2,0,2,5,9173,9232,19.6,19.4,50.1,93.6,1.4,1.2,43.1,5.5,84.8,36.1,696,12.5,60.7,27796,40477,12.4,6183.73,1.5,1.483408881,12,3,1,0,0,0,0,1,1,1,9148,2.076956712,0.570185786,0.55,94,1.057796209,0.18,0.07,0.556092,104275,41511
"2559","Briscoe","Texas",91,625,205,616,117,576,16,11,-1,0.086094059,0.143826036,0.191002239,0.127943354,0.086136245,0.157760184,0.184161005,0.26714423,0.30532273,1536,1637,21.8,23.9,50.5,94.5,2.9,0.1,27.7,10.5,75.8,17.8,93,18.9,78.8,20697,36250,18.6,900,1.8,1.706666667,2,0,0,0,0,0,0,1,0,0,1535,1.954397394,0.615249781,0.52,17,1.28249841,NA,NA,0.556089,103945,41586
"2560","Brooks","Texas",1937,613,1747,556,1886,507,1603,362,0,0,0,1,2,1,0,3,1,1,7194,7223,28.1,18.2,50.4,96.4,1.1,1.4,89.6,6.2,63.2,10.8,415,17.9,69.3,14345,21865,38.3,943.36,7.7,7.625932836,3,1,0,0,0,0,0,0,1,0,7242,0.690417012,0.362881305,0.65,27,-2.20886503,0.26,0.1,0.553946,105803,42822
"2561","Brown","Texas",1621,12017,2819,12049,1904,11894,319,212,0,3,1,4,6,6,2,6,7,7,37653,38106,22.9,19.3,50.4,93.1,3.8,0.6,20.9,4.1,85.1,16,3439,18.2,71.3,21236,39776,18.4,944.43,40.3,39.86849211,45,8,4,0,0,1,1,3,1,0,37625,1.674418605,0.618081099,0.71,190,-0.065714795,0.17,0.12,0.553171,94083,41688
"2562","Burleson","Texas",1491,5316,2053,4546,1705,4671,469,149,0,1,1,0,1,4,1,4,5,1,17253,17187,22.7,19.2,50.3,84,13.1,0.3,20.1,6.4,77.7,11.6,1310,28.3,79.1,21529,45651,15,659.03,26.1,26.17938485,16,3,2,0,0,0,0,2,1,0,17270,1.389693109,0.59088413,0.56,118,-0.072780901,0.1,0.33,0.547671,100654,41901
"2563","Burnet","Texas",3797,14638,4596,12034,3672,12828,878,580,0,5,1,5,1,6,9,3,5,7,44943,42750,21.6,21.1,51.1,94.4,2.4,0.6,21.9,6.5,84.2,21.9,4296,27.3,73.2,24998,48115,16.3,994.26,43,45.20246213,44,3,5,0,0,0,0,6,3,0,44441,1.372606377,0.630575161,0.73,232,-0.262859178,0.16,0.12,0.547463,93638,41879
"2564","Caldwell","Texas",4795,6691,5385,6084,4787,6018,1543,742,0,4,2,2,1,0,6,4,4,5,39810,38066,24.2,13.3,49.6,88.9,7,1,49.8,5.4,79,15.7,2646,31.4,66.6,19673,44152,18.7,545.26,69.8,73.0110406,31,2,4,1,0,0,0,1,0,0,39797,0.979973365,0.532345727,0.68,161,-1.206184455,-0.24,0.07,0.543411,102583,42382
"2565","Calhoun","Texas",2118,4638,2727,4106,2510,4145,709,305,0,4,5,3,2,2,1,3,1,0,21797,21381,25.2,16,49,90.1,3.1,4.8,47.9,9.1,77.5,15.7,1706,21.6,71,23381,47027,17.6,506.84,42.2,43.00568227,18,2,3,0,0,1,1,0,1,0,21791,1.193153137,0.531372392,0.53,115,-0.752540389,0.16,0.19,0.542742,101959,41985
"2566","Callahan","Texas",569,4865,1063,4589,751,4376,87,104,0,0,0,0,3,0,3,4,5,2,13513,13544,22.2,20.1,50.7,95.3,1.5,0.6,9.4,2.2,86.1,14.7,1359,22.5,82.1,22855,44902,15.2,899.37,15.1,15.02496192,20,1,2,0,0,0,0,1,1,0,13520,1.849112426,0.585973616,0.71,51,-0.262152568,0.72,0.32,0.540574,100183,41564
"2567","Cameron","Texas",59402,29472,48401,26641,49159,24955,20332,8320,0,16,22,35,20,24,12,24,27,27,420392,406220,31.6,12.4,51.7,97.2,0.9,0.8,88.7,24.6,63.7,15.4,16018,20,67.2,14710,33179,34.8,890.92,456,471.8627935,151,30,14,0,0,4,2,17,4,0,420400,0.528068506,0.426273221,0.63,776,-2.411662299,0.29,-0.35,0.538618,134409,53593
"2568","Camp","Texas",1260,3201,1733,2794,1428,2878,484,134,0,3,3,1,1,0,3,1,0,2,12621,12401,26.1,17.3,51.6,78.7,16.9,0.9,23.4,12.5,76.2,15.2,997,20.3,67,19176,37079,21.8,195.83,63.3,64.44875657,15,1,0,0,0,0,0,0,1,0,12617,1.347388444,0.602585488,0.74,51,-0.608391808,0.21,0.26,0.538532,102538,41931
"2569","Carson","Texas",249,2620,406,2547,292,2450,50,30,-1,0.325628835,0.543985323,0.722417287,1,0,2,2,2,2,6013,6182,25.2,17.1,50.3,95.5,0.9,0.5,10,2.6,87.6,21.5,472,19.8,89.3,26827,65026,7.2,920.22,6.7,6.534307014,12,1,1,0,0,0,0,0,1,0,6007,2.497086732,0.648308051,0.66,30,0.805536191,1.18,0.47,0.533994,102108,41601
"2570","Cass","Texas",2391,9726,3489,8276,2921,8747,778,265,0,1,0,0,2,1,2,3,8,5,30261,30464,22.5,21.2,51.6,80.2,17.1,0.4,4.3,1.7,84.3,13,2980,27,71.7,20104,35598,20.9,936.96,32.5,32.29700307,44,2,3,0,0,2,0,0,1,0,30274,1.717645504,0.622748164,0.66,118,-0.189371666,0.33,0.24,0.533092,97144,42094
"2571","Castro","Texas",526,1414,719,1561,630,1470,127,40,-1,0.413148388,0.690192744,0.916582027,0.614721499,0.411304748,0.757059968,0,0,2,7781,8062,30.4,14,49,94.2,2.6,0.5,62.7,19.6,68.2,12.8,408,15.4,68.7,19708,36402,24.1,894.43,9,8.699395146,8,0,2,0,0,0,0,0,2,0,7805,1.537475977,0.509007927,0.62,30,-0.815428741,0.5,0.49,0.531761,103591,41668
"2572","Chambers","Texas",2948,13339,3185,9966,2780,11761,688,295,0,1,0,3,9,4,4,6,5,9,38145,35096,27.7,10.8,49.7,87.3,9,1.3,21.3,8.5,85,18,2277,31.5,82.9,30140,72489,9.7,597.14,58.8,63.87949225,20,0,4,0,0,0,0,1,0,0,38132,0.655617329,0.602781755,0.66,104,-1.427353602,0.22,0.17,0.529162,94088,41974
"2573","Cherokee","Texas",3469,12919,4605,11693,3935,12291,990,324,0,4,5,6,8,5,3,5,10,7,50902,50845,25.6,16.1,48.9,80.9,15,0.6,22,10.1,76.7,15.1,3552,23.8,71.8,18801,38378,24.5,1052.91,48.3,48.34411298,42,2,3,1,0,0,0,2,0,0,51052,0.97939356,0.595231065,0.61,199,-0.948271551,0.23,0.38,0.526125,95029,42247
"2574","Childress","Texas",253,1802,497,1782,320,1665,54,34,-1,0.374916359,0.626323515,0.831763131,0,3,1,1,3,0,7089,7041,20.9,15.3,41,87,10.1,0.8,29.5,4.2,88.4,18.6,509,12.6,72.8,20248,47532,15.9,696.41,10.1,10.17934837,8,2,2,0,0,0,0,1,1,0,7065,1.981599434,0.559573872,0.65,59,0.56034228,0.44,0.44,0.523422,102930,41601
"2575","Clay","Texas",536,4377,1085,4213,740,4266,120,65,0,0,1,1,0,2,1,0,1,3,10370,10752,21.6,20.3,49.8,95.5,0.9,0.3,5.4,1.6,88.5,18.2,849,25.1,85.2,25867,53776,10.3,1088.72,9.9,9.524946726,11,0,2,0,0,0,0,0,0,0,10381,1.252287834,0.648915694,0.75,60,-0.205623712,0.52,0.15,0.517834,100638,41636
"2576","Cochran","Texas",190,679,284,758,256,648,4,3,-1,0.16867478,0.2817828,0.374210034,0.251275402,0.168794816,0.309082469,1,0,2,2935,3127,28.3,14.9,50.5,90.8,5.1,0.3,57,15,66.1,12.4,141,16.7,79.4,17371,38650,15.1,775.15,4,3.78636393,5,0,1,0,0,0,0,0,1,0,2923,2.394799863,0.505512679,0.72,14,0.067834627,NA,NA,0.512615,103990,41582
"2577","Coke","Texas",140,1265,297,1252,179,1216,25,25,-1,0.179684199,0.30017479,0.398634758,0.26746933,0.179854059,0.329256311,1,1,0,3254,3320,19.7,26.9,51.3,95.3,1,0.3,21.1,3.7,85.5,17.4,301,21.5,73.2,26407,40795,11,911.47,3.6,3.57005716,5,0,1,0,0,0,0,0,1,0,3242,2.159161012,0.60533104,0.43,16,0.395701989,NA,NA,0.512089,103354,41581
"2578","Coleman","Texas",388,3177,643,3011,441,3007,75,49,0,0,1,4,0.677558468,0.455389724,0.836283063,4,1,2,8430,8895,21.9,23.4,49.8,93.6,2.8,0.5,17.7,0.7,82.3,15,799,23.3,67.9,18967,31373,27.6,1261.95,7,6.680137882,17,0,2,0,0,0,0,0,1,0,8413,2.377273268,0.576999339,0.62,50,0.581540601,0.25,0.18,0.510927,101690,41607
"2579","Collin","Texas",140624,201014,108208,184116,100754,195933,23670,16171,0,24,28,56,36,67,87,64,72,100,885241,782341,27.2,9.7,50.9,74.2,9.6,12.9,15.1,17.6,93.4,49.3,42843,27.5,68.2,37839,82762,7.8,841.23,930,1052.31744,372,20,19,6,9,3,3,96,17,8,886052,0.624116869,0.659924772,0.78,2631,-1.221023279,0.22,-0.23,0.510336,44089,49080
"2580","Collingsworth","Texas",145,983,292,1052,177,962,36,24,-1,0.158321953,0.26448769,0.351241976,0.23536685,0.157896689,0.290111776,0,0.489703139,0,3017,3057,28.3,17.5,51.1,89,5.9,0.5,32.4,12,79,18.9,204,19.3,78.5,22847,41576,20.4,918.44,3.3,3.284917904,4,1,1,0,0,0,0,1,1,0,3024,2.645502646,0.606860158,0.59,28,1.529812153,NA,NA,0.510092,103641,41593
