"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","surplus_hillary","surplus_hillary2"
"2449","Cannon","Tennessee",1127,4007,2010,3320,1560,3308,439,219,0,0,1,3,0,5,4,2,4,3,13757,13801,21.2,18.1,50.2,96,1.7,0.4,1.8,1.7,76.4,13,1004,34,77.2,20566,40689,17.8,265.64,52,51.78813432,10,0,1,0,0,0,0,0,0,0,13718,0.801866161,0.588590366,0.78,41,-1.351746258,0.5,0.19,0.537243,101599,41801
"2450","Carroll","Tennessee",2327,7756,3980,7454,3475,7219,721,307,0,1,1,3,8,6,3,10,3,4,28370,28522,21.6,19.7,51.4,87,10.3,0.3,2.4,0.9,78.6,15.4,2429,26.2,75.8,18330,35049,20.1,599.25,47.6,47.34251147,33,2,1,0,0,1,0,2,2,0,28207,1.453539901,0.556318893,0.79,106,-0.770205657,0.01,0.24,0.534966,99050,41995
"2451","Carter","Tennessee",3453,16898,5587,15849,4786,15496,774,828,0,3,6,2,7,10,23,5,9,11,56886,57424,19.1,19.7,51,96.6,1.6,0.4,1.7,1,79.8,15.8,5144,22.8,72.3,19018,31842,22.9,341.2,168.3,166.7233294,76,4,1,0,1,1,0,0,1,0,56358,1.490471628,0.594406804,0.78,113,-0.879730314,-0.19,0.01,0.533817,91034,41527
"2452","Cheatham","Tennessee",3878,11297,5497,10697,4656,10266,1066,802,0,1,5,12,12,12,16,7,14,7,39764,39105,23.6,13.2,50.2,95.7,1.9,0.5,2.7,1.7,83.2,18.9,2762,32.6,81,23459,52446,13.8,302.44,129.3,131.4773178,24,0,2,0,0,0,0,1,3,0,39714,0.755401118,0.614059214,0.8,106,-1.351039647,0.03,0.08,0.527048,97060,41845
"2453","Chester","Tennessee",1243,5081,1794,4586,1622,4672,342,145,0,1,0,2,2,2,2,3,4,1,17379,17131,21.9,16.7,52.1,87.7,9.5,0.5,2.5,2,81.2,15.5,1126,28.8,72.6,18817,41875,19.9,285.74,60,60.82102611,15,1,0,0,0,0,0,1,0,0,17379,0.978192071,0.622813836,0.81,36,-1.22172989,0.12,0.14,0.525213,100641,41778
"2454","Claiborne","Tennessee",1832,8602,3078,7174,2433,7617,544,313,0,1,1,3,8,7,23,5,8,11,31592,32213,19.6,18.5,51.1,96.7,1.2,0.6,1.1,1,74.5,13.3,2138,25.8,75,18583,33229,22.9,434.58,74.1,72.69547609,18,2,1,0,0,0,1,1,1,0,31624,0.758917278,0.56061691,0.77,80,-1.581394733,-0.07,0.02,0.521663,97709,41812
"2455","Clay","Tennessee",707,2141,1248,1674,1037,1747,270,103,0,2,0,1,1,4,6,2,0,4,7765,7861,20.5,23.7,51.1,96.5,1.6,0.1,1.9,1.5,72.3,12.9,499,27.1,77.7,16867,29727,20.6,236.54,33.2,32.82742876,5,0,0,0,0,0,0,0,0,0,7740,0.645994832,0.444304396,0.76,18,-2.194026205,0.04,0.35,0.517071,103045,41748
"2456","Cocke","Tennessee",1981,9791,3339,8945,2804,8459,459,361,0,2,5,2,7,12,6,8,7,8,35374,35662,20.9,19.2,51.6,95.3,2,0.4,2.2,1.6,76.7,9.5,3385,27.9,70.5,17476,30573,26.1,434.57,82.1,81.4000046,34,0,0,0,0,2,0,2,1,0,35285,1.105285532,0.541329931,0.78,81,-1.394142899,-0.22,0.05,0.512612,96669,41679
"2457","Coffee","Tennessee",4743,14417,7128,13239,5865,13013,1504,831,0,10,7,8,7,17,17,9,14,12,53623,52796,23.9,16.9,51.2,92.7,3.8,1.1,4,3,82.4,18,4416,22,67.8,20357,37618,20.9,428.96,123.1,125.0069937,50,2,2,0,0,2,1,6,2,0,53638,1.211827436,0.602333146,0.78,205,-0.782924649,-0.01,0.08,0.512312,94805,42254
"2458","Crockett","Tennessee",1303,3982,1818,3749,1669,3782,424,103,0,1,0,0,1,3,1,2,1,3,14668,14586,24.5,17.4,52.1,83.4,13.7,0.3,9.7,4.9,76.1,11.9,849,22.1,68.3,18664,36066,18.9,265.54,54.9,55.23838216,24,0,1,0,0,0,0,0,1,0,14635,1.776563034,0.614233047,0.8,35,-0.481201883,-0.19,0.01,0.498383,101800,41902
"2459","Cumberland","Tennessee",5202,20413,7889,17436,6260,18651,1312,888,0,2,6,8,9,14,11,10,16,18,57985,56053,18.3,28.9,51.3,97.2,0.7,0.5,2.7,2.4,80.9,17.4,6571,23,78.4,21141,37188,17.6,681.03,82.3,85.14309208,50,2,1,0,0,2,1,3,2,0,57915,1.05326772,0.623428896,0.8,210,-0.879730314,0.21,0.09,0.495272,89268,42005
"2460","Davidson","Tennessee",148864,84550,158032,102702,138899,94464,43973,22887,0,57,80,80,83,118,231,80,74,110,668347,626681,21.5,11.1,51.8,65.6,28.1,3.4,9.9,11.7,86.4,35.9,38947,23.3,54.7,28467,47335,18.5,504.03,1243.3,1326.006389,570,71,63,10,44,45,5,81,8,4,669094,1.34659704,0.663003365,0.73,3517,-0.146268414,-0.44,-0.07,0.490071,168793,62667
"2461","Decatur","Tennessee",894,3588,1595,3178,1302,2873,330,131,0,2,2,2,1,5,4,0,1,2,11666,11757,20,22.7,50.9,94.8,3,0.6,2.9,1.6,78.8,14.2,1001,26.8,77.2,25368,36258,22.6,333.85,35.2,34.94383705,9,1,0,0,0,0,0,1,1,0,11730,1.023017903,0.56185567,0.75,54,-0.973709536,0.35,0.21,0.48357,101785,41780
"2462","DeKalb","Tennessee",1569,5171,2832,4085,2168,4134,641,286,0,0,2,6,4,6,3,9,3,8,19268,18723,22.6,17.5,50.4,95.9,2.1,0.4,7.5,5.7,75.6,13.3,1334,23.6,72.6,21606,37482,19,304.35,61.5,63.30869065,18,0,1,0,0,0,0,0,0,0,19211,0.989016709,0.491692826,0.77,57,-1.583514565,0.21,0.12,0.48208,100877,41936
"2463","Dickson","Tennessee",4722,13233,7504,11672,6228,11287,1497,696,0,7,0,10,15,5,22,9,7,10,50575,49666,23.4,15.1,50.8,92.8,4.4,0.6,3.1,2.1,84.2,14.2,3865,30.5,73.6,21547,44318,15.4,489.9,101.4,103.2353542,39,2,1,1,0,1,2,4,1,0,50592,1.008064516,0.575693996,0.8,163,-1.186399355,0.08,0.07,0.47498,95968,42382
"2464","Dyer","Tennessee",2816,10180,4411,9859,3757,9921,822,304,0,0,4,3,1,8,1,5,4,4,37935,38335,24.1,16.5,51.7,82.9,14.6,0.6,3.1,1.8,83.6,18.1,3083,18.6,63.5,21208,38953,17.8,512.33,74.8,74.04407316,48,1,0,0,0,0,1,4,2,0,37868,1.478821168,0.606566744,0.77,119,-0.640189289,-0.19,0.05,0.465557,97115,42099
"2465","Fayette","Tennessee",5874,13055,6888,12158,6683,12682,2003,363,0,0,0,0,9,3,4,5,1,5,39011,38413,20.9,18.7,50.5,70.6,27.5,0.6,2.5,2.2,85.7,21.5,2956,32.7,80.8,28201,56618,14,704.79,54.5,55.35123938,37,1,2,0,0,0,0,0,2,0,38999,1.076950691,0.710618987,0.8,81,-0.766672603,-0.57,-0.03,0.447154,97298,43221
"2466","Fentress","Tennessee",1100,6038,1831,4789,1559,5240,352,191,0,1,1,2,6,4,5,8,4,1,17855,17959,21.9,20,51,98,0.4,0.3,1.3,0.7,72.4,11.1,1408,23.7,76.5,16454,29192,25.7,498.61,36,35.80955055,12,1,2,0,0,0,0,0,0,0,17862,0.839771582,0.545533666,0.79,55,-1.483175847,0.02,0.34,0.445952,99541,41742
"2467","Franklin","Tennessee",4374,11532,6609,10533,5594,10252,1593,811,0,5,1,4,8,6,7,10,7,7,41402,41052,21,19,51.2,91.7,5.2,0.9,2.8,1.6,80,18.4,4372,22.4,76.6,22398,42904,15.1,554.54,74,74.66007862,42,1,2,0,0,1,0,4,2,0,41378,1.256706462,0.634631285,0.79,138,-0.697424755,-0.03,0.02,0.433733,97321,42363
"2468","Gibson","Tennessee",5258,13786,7406,13516,6564,12883,1549,427,0,5,4,5,9,7,11,12,12,11,49472,49683,24.3,17.6,52.3,79.5,18.6,0.3,2.5,1,82.7,16.5,3849,24.4,72.7,20402,38343,18.7,602.74,82.4,82.07850815,82,3,3,0,0,2,0,6,3,0,49501,1.999959597,0.623181977,0.8,179,-0.032504092,-0.47,0.1,0.416583,95951,42703
"2469","Giles","Tennessee",2917,7970,4614,6902,3759,6914,915,315,0,4,5,3,10,5,4,3,9,12,28853,29485,21,18.9,51.4,86.5,10.4,0.5,2.1,1.5,80.4,14.6,2246,27,72.7,19998,38495,19.5,610.93,48.3,47.22799666,25,3,1,1,0,0,0,1,1,0,28811,1.11068689,0.557770776,0.8,105,-1.095246576,0.01,0.1,0.416043,99426,42181
"2470","Grainger","Tennessee",1154,6626,2065,5297,1668,5469,283,164,0,0,3,2,5,7,4,7,7,5,22864,22657,21.1,18.5,49.8,97.7,0.7,0.2,2.7,1.1,74.3,10.5,1580,33.4,81,17933,32364,20.4,280.6,80.7,81.48253742,17,0,1,0,0,0,0,0,1,1,22815,0.876616261,0.560909583,0.8,45,-1.581394733,0.08,0.37,0.408181,99007,41700
"2471","Greene","Tennessee",4216,18562,7107,17148,6216,17234,1079,892,0,3,5,10,13,20,20,15,15,12,68335,68831,20,20,50.9,95.7,2.2,0.5,2.8,1.9,80,15.5,5888,23.4,72.7,19801,35545,22,622.17,110.6,109.8333253,59,5,0,0,2,1,1,1,6,0,68413,1.09628287,0.579922311,0.78,263,-0.975122758,-0.24,0.03,0.395002,90133,41768
"2472","Grundy","Tennessee",999,3636,1969,2561,1637,2502,446,204,0,2,3,2,4,5,5,8,0,2,13425,13703,21.6,20.7,50.5,97.4,0.6,0.2,1.1,0.7,70.5,10,1001,27.7,77.6,15683,26814,29.7,360.53,38,37.23684575,12,0,1,0,0,0,0,1,0,0,13444,1.041356739,0.589454647,0.75,51,-0.983602086,-0.17,0.04,0.388898,101842,41823
"2473","Hamblen","Tennessee",4075,15857,6804,15501,5229,14515,951,683,0,5,3,4,11,28,27,9,9,21,63036,62544,23.4,17.6,51.3,91.7,4.5,1,10.9,7,80.4,16,5244,21.4,69.6,21261,39596,19.2,161.18,388,391.090706,69,7,2,0,0,3,1,1,3,0,62994,1.365209385,0.624575188,0.76,232,-0.570941441,-0.18,-0.08,0.383081,92697,41849
"2474","Hamilton","Tennessee",55316,78733,64205,81666,58794,79877,15604,8418,0,31,28,48,52,71,73,51,51,42,351220,336463,21.2,16,51.8,75.6,19.8,2.1,5.1,4.9,86.3,27.2,25822,21.5,64.9,27229,46702,16.6,542.43,620.3,647.4936858,377,33,14,3,7,27,2,51,10,1,350800,1.496579247,0.634578389,0.75,1617,-0.248020354,-0.47,-0.09,0.382516,81062,48767
"2475","Hancock","Tennessee",322,1843,604,1587,475,1527,80,66,-1,0.853307489,1,0,2,0,3,1,1,3,6657,6819,21.2,18.5,50.5,97.7,0.4,0.2,0.4,0.6,72.6,9,489,30.2,74.7,14326,23892,30.8,222.34,30.7,29.94063147,2,0,0,0,0,0,0,0,0,0,6619,0.302160447,0.41721044,0.73,13,-2.666748759,0.16,-0.2,0.377305,102958,41595
"2476","Hardeman","Tennessee",4185,4919,5919,5225,5479,4864,1722,225,0,0,4,0,3,4,2,2,5,0,25965,27253,20,16.3,45.6,56.2,41.6,0.7,1.6,1,74.9,9.8,1791,29.3,70.2,14975,30973,24.6,667.77,40.8,38.88314839,38,0,2,0,0,0,0,3,1,0,25941,1.696156663,0.627268357,0.76,77,-0.385809439,-0.42,0.1,0.374404,103745,43078
"2477","Hardin","Tennessee",1622,8012,2794,7076,2467,7886,591,229,0,1,3,6,5,7,9,4,7,3,25870,26026,20.8,21,51.6,93.8,3.7,0.6,2,0.7,76.4,11.2,2196,22.2,77.9,20127,33622,22.6,577.32,45.1,44.81050371,28,2,1,0,0,2,1,4,3,0,25843,1.586503115,0.638149094,0.76,96,-0.310202095,0.01,0.14,0.37352,98089,41943
"2478","Hawkins","Tennessee",3507,16648,5924,14745,5086,14376,906,588,0,0,6,9,7,16,23,7,11,8,56735,56833,21.1,19.2,50.9,96.5,1.5,0.5,1.4,0.9,81.1,12.7,5150,24.7,76.9,20662,37357,16.2,486.98,116.7,116.5037579,44,2,1,0,0,1,1,1,1,0,56558,0.901729198,0.55231001,0.82,106,-1.6188451,-0.15,0.15,0.36453,91338,41899
"2479","Haywood","Tennessee",3711,3013,4891,3165,4567,2960,1197,143,0,0,2,0,2,3,2,0,0,1,18185,18787,23.7,16.1,53.5,48.6,49.9,0.2,4.2,1.6,75.9,11.4,1101,22.3,60.8,18714,34542,21.1,533.11,35.2,34.11115905,38,2,0,0,0,0,0,1,1,0,18196,2.308199604,0.626002812,0.79,57,0.175946063,-0.72,0.07,0.363501,105177,42635
"2480","Henderson","Tennessee",1800,8138,3021,7669,2516,7418,444,191,0,2,5,2,4,6,4,1,3,4,28009,27769,23.3,16.8,51.5,89.4,8.1,0.4,2.3,0.8,80.9,13.1,2093,23.6,75.7,20449,38280,18.8,520.07,53.4,53.85621166,17,1,0,0,0,0,0,4,1,0,28017,0.82093015,0.547866834,0.78,60,-1.64922936,0.07,0.11,0.360954,98141,41834
"2481","Henry","Tennessee",3063,9508,5152,8182,4337,8187,957,434,0,4,1,8,6,7,5,12,7,10,32204,32330,21,21.6,51.5,89.3,8.2,0.4,2.3,1.6,82.3,16,3572,21.9,73.2,22239,36950,19.2,562.1,57.5,57.29229674,40,8,3,0,0,2,0,2,3,0,32261,1.797836397,0.528304234,0.77,146,-0.43739202,-0.13,0.04,0.358512,98034,42104
"2482","Hickman","Tennessee",1824,5695,3563,4784,2693,4756,543,323,0,6,4,4,8,3,5,3,5,2,24384,24690,21.8,15.6,47.5,92.6,5.1,0.3,2.1,1,75.5,12,1897,38.7,77.9,18383,39581,17.4,612.5,40.3,39.81061224,10,1,1,0,0,0,0,0,0,0,24388,0.492045268,0.534411248,0.81,68,-1.898662935,-0.05,0.1,0.355694,100608,41801
"2483","Houston","Tennessee",866,2182,1678,1608,1400,1579,320,141,-1,1.037987495,0.750950903,0.750950903,3,1,3,2,3,1,8267,8426,21.8,19.5,51.2,94,3.2,0.4,2.3,1.1,80.4,9.7,764,31.2,70.1,18539,35271,23.5,200.29,42.1,41.27515103,9,0,0,0,0,1,0,0,0,0,8258,1.210946961,0.55797235,0.79,31,-0.982188865,0.02,0.32,0.346081,103163,41760
"2484","Humphreys","Tennessee",1967,4930,3600,3818,2904,3829,737,332,0,2,2,2,1,6,4,3,5,3,18135,18538,22,19,50.4,94.8,2.7,0.3,2,0.5,84.2,12.4,1525,25.5,77.8,22183,42846,13.9,530.98,34.9,34.15382877,20,1,1,0,0,2,0,0,2,0,18128,1.434245366,0.541502288,0.79,93,-0.611924861,-0.17,0.1,0.340524,101516,41986
"2485","Jackson","Tennessee",1129,3236,2284,2185,1736,2380,407,196,0,2,1,2,6,5,4,1,3,0,11568,11638,19.1,20.8,49.9,97.6,0.5,0.2,1.9,0.7,74.7,9.9,797,31.4,79.9,18387,33386,22.1,308.32,37.7,37.5194603,3,0,0,0,0,0,0,0,0,0,11478,0.261369577,0.497148289,0.79,26,-2.343121062,0.1,0.03,0.322705,102372,41792
"2486","Jefferson","Tennessee",3494,14776,5177,13092,4230,13037,735,592,0,0,6,6,11,12,9,5,9,9,52677,51407,20.8,19.1,50.9,95.3,2.4,0.5,3.5,1.8,80.4,13.6,4980,26,74.5,20619,39745,18.3,274.08,187.6,192.1957093,46,3,1,0,0,0,0,0,3,0,52680,1.006074412,0.568252427,0.8,178,-1.192052241,0.06,-0.01,0.313703,93197,41724
"2487","Johnson","Tennessee",988,5410,1837,4620,1483,4611,245,224,0,2,2,1,2,1,4,5,3,4,17859,18244,17.5,20.5,46.5,96.1,2.3,0.3,1.8,1,72.7,9,1503,25.7,75.9,16470,29609,26.4,298.48,61.1,59.83315465,28,1,0,0,0,0,0,1,1,0,17917,1.730200368,0.54916216,0.77,57,-0.644428953,-0.15,0.09,0.303982,100057,41602
"2488","Knox","Tennessee",62878,105767,67923,109847,57594,106411,13138,12340,0,40,81,85,100,98,189,64,80,72,448644,432226,21.5,14.5,51.4,86.3,9,2.2,3.9,4.7,90.2,34.3,28744,21.4,65.2,28136,47694,14.6,508.22,850.5,882.7751761,395,39,12,0,7,27,0,44,13,1,448617,1.199241224,0.600467127,0.79,1805,-0.770912267,-0.37,-0.1,0.282706,61590,42379
"2489","Lake","Tennessee",577,1357,1024,1175,884,1163,186,47,-1,0.991071454,0.717008641,0.717008641,1,1,1,1,0,1,7631,7832,15.6,14.7,36.1,69.4,28.1,0.2,2,2.2,70.6,7,563,18.9,55.4,12042,27115,31.7,165.78,47.2,46.0308843,8,0,0,0,0,0,0,0,0,0,7664,1.043841336,0.495253916,0.75,14,-1.70999788,-0.58,0.03,0.274929,103699,41720
"2490","Lauderdale","Tennessee",3056,4884,4322,4933,4010,4616,1035,194,0,2,0,1,5,6,9,2,3,4,27382,27815,23.2,13.8,47.7,62.4,35.1,0.6,2.3,1,74.5,10.4,1811,22.9,63.6,15758,32326,26,471.99,58.9,58.01394097,20,0,1,0,0,0,0,0,1,0,27335,0.804828974,0.601564664,0.74,53,-1.463390747,-0.67,0.13,0.266234,102651,42422
"2491","Lawrence","Tennessee",2821,12420,5160,10565,4237,10770,1332,893,0,5,5,7,11,15,7,8,7,8,42274,41869,24.9,17.5,51,95.8,1.8,0.5,1.9,1.5,79,12,3115,25.5,75.4,19136,37368,18.1,617.13,67.8,68.50096414,42,3,1,0,0,1,1,0,2,0,42323,1.181390733,0.568276017,0.77,114,-1.142589492,0.14,0.25,0.264193,94880,42020
"2492","Lewis","Tennessee",890,3585,1803,2951,1445,3116,232,228,0,1,0,1,1,0,0,5,3,8,11906,12161,22.2,18.7,51.1,95.4,2.2,0.6,2.2,2.8,77.7,11.7,1255,29.5,74.4,17751,34397,19.9,282.09,43.1,42.20638803,11,1,0,0,1,0,0,0,0,0,11872,1.095013477,0.567250755,0.81,40,-1.121391172,-0.03,-0.12,0.257856,101784,41585
"2493","Lincoln","Tennessee",2554,10398,3694,9226,3283,9791,728,328,0,2,3,3,6,8,8,7,4,7,33637,33361,22.5,18.4,51.1,89.6,7.2,0.5,3.1,1.3,80.4,15.5,2382,27.2,76.2,21811,41571,16.3,570.34,58.5,58.97710138,25,1,2,0,0,1,0,3,0,0,33589,0.952692846,0.643858883,0.78,96,-1.011159903,0.33,0.22,0.251685,96635,41981
"2494","Loudon","Tennessee",4919,17610,6058,15815,5057,16701,1027,638,0,4,4,10,13,12,17,6,8,4,50771,48556,19.8,24.5,51.1,95.7,1.6,0.8,7.9,5.6,84.7,25.2,5244,25.7,76.8,27045,51074,16.1,229.22,211.8,221.494634,52,1,2,0,1,1,0,5,6,0,50722,1.340641142,0.666193825,0.81,146,-0.578007548,0.07,-0.1,0.243451,91788,41970
"2495","McMinn","Tennessee",3510,14691,5539,12984,4603,12958,1027,619,0,7,7,7,12,9,13,13,9,9,52626,52266,21.7,18.7,51.3,92.7,4.1,0.8,3.3,2.4,80.2,14.3,4391,22.4,74.7,19744,39410,18.3,430.13,121.5,122.3490573,67,5,2,0,0,3,1,0,4,0,52684,1.556449776,0.5787629,0.76,163,-0.689652037,0.01,0.1,0.211107,93298,41989
"2496","McNairy","Tennessee",1848,7841,3131,7134,2643,7010,719,229,0,1,1,2,5,2,4,5,3,5,26267,26075,22.7,19.4,50.9,91.9,6,0.3,2,1.2,77.9,11.6,2212,24.8,73.5,18428,33452,22.6,562.86,46.3,46.66702199,29,1,0,0,0,0,0,0,1,0,26149,1.185513786,0.623457575,0.78,98,-0.73275529,0.11,0.15,0.210673,98486,42071
"2497","Macon","Tennessee",1072,6263,2060,5145,1552,5259,343,169,0,1,1,0,4,5,7,7,4,8,23003,22248,24.6,15.5,51.3,96.7,0.8,0.7,5,3.9,76.3,8.4,1280,30.8,73.1,17009,35306,21.2,307.14,72.4,74.89418506,8,1,1,0,0,0,0,0,1,0,23012,0.478011472,0.515914525,0.8,41,-2.15798906,0.25,0.23,0.237089,99288,41755
"2498","Madison","Tennessee",15448,21335,20027,23289,18360,21989,4352,1000,0,2,11,7,6,8,13,16,15,15,98178,98294,23,14.9,52.8,59.8,37.3,1.1,3.6,3.1,85.9,24.6,6934,18.7,66.3,23283,41617,20,557.12,176.4,176.2241528,128,11,5,2,1,5,2,13,6,1,98089,1.773899214,0.62320283,0.76,357,-0.216929483,-0.76,-0.07,0.235096,98592,44933
"2499","Marion","Tennessee",2832,7696,4506,6746,3952,6268,1046,559,0,2,2,4,2,5,4,4,3,9,28407,28237,21.3,18.1,50.9,93.4,4.1,0.5,1.7,0.8,76.1,15.4,2042,28.4,73.8,21399,41268,18.2,498.16,56.7,57.02384776,19,0,1,1,1,0,0,1,1,0,28396,0.845189463,0.513593526,0.73,49,-1.823055591,0.09,0.09,0.226629,99615,42068
"2500","Marshall","Tennessee",2852,8184,4319,6755,3722,6823,839,385,0,0,2,0,5,10,13,6,8,6,31269,30617,23.8,15.1,50.9,90.3,6.9,0.6,5,3.2,80.5,13.1,2222,28.4,74.7,20739,42291,16.2,375.46,81.5,83.28184094,24,2,2,1,0,0,0,2,0,0,31301,0.990383694,0.583940415,0.8,86,-1.250700929,0.1,-0.03,0.222199,99147,42035
"2501","Maury","Tennessee",10038,23799,13057,20282,11819,20698,2366,1305,0,4,2,8,15,15,21,14,13,15,85515,80956,23.6,14.9,51.6,84.7,12,0.8,5.3,3.5,85.6,17.4,5898,28.7,70.3,22766,45336,15.4,613.14,132,139.470594,74,3,4,0,0,4,0,6,4,0,85598,1.109839015,0.720969856,0.79,342,-0.358958233,-0.31,-0.07,0.218284,90718,42642
"2502","Meigs","Tennessee",856,3342,1371,2795,1163,2728,354,162,0,0,2,2,2,3,8,3,3,1,11701,11753,20.5,19.8,49.9,95.9,1.6,0.4,1.7,0.2,74.1,8.2,1024,31.8,80.1,19403,35150,20.7,195.12,60.2,59.96822468,10,1,1,0,0,0,0,0,1,0,11724,1.108836575,0.50885751,0.76,34,-1.413221388,0.16,0.16,0.207597,101993,41773
"2503","Monroe","Tennessee",3186,13374,5049,11478,4368,11717,1232,597,0,2,4,8,6,9,22,11,9,13,45233,44519,21.6,19.6,50.5,94.8,2.4,0.5,3.9,2.2,77.7,10.5,3738,27.2,73.6,19643,37595,19.6,635.57,70,71.16918671,41,1,1,0,0,1,0,2,2,0,45386,1.057594853,0.523804944,0.78,136,-1.387783403,-0.11,0.15,0.190698,94291,42216
"2504","Montgomery","Tennessee",21699,32341,25634,30103,24349,30159,5555,2834,0,11,9,19,13,27,30,20,34,30,189961,172331,27.2,8.6,50.1,72.4,19.7,2.5,9.6,5.3,90.9,23.5,24920,23.8,61.2,22380,49617,16.4,539.18,319.6,352.3146259,104,5,2,0,0,7,2,16,2,0,189795,0.727100292,0.544151623,0.73,390,-1.746035025,-0.18,-0.09,0.187391,93837,44302
"2505","Moore","Tennessee",496,2325,881,2010,705,2053,209,93,-1,0.776993263,0.562129886,0.562129886,1,1,0,0,2,1,6319,6362,20.1,20.8,50.8,95.4,2.3,0.7,1.9,0.9,83.1,14.6,591,24.2,83.7,23307,46170,13.2,129.22,49.2,48.9010989,4,0,1,0,0,0,0,0,0,0,6336,0.789141414,0.610069747,0.81,12,-1.474696519,NA,NA,0.184907,102650,41697
"2506","Morgan","Tennessee",1054,5441,1969,4717,1722,4668,356,225,0,1,3,4,4,6,6,7,4,7,21660,21987,19.7,16.1,45.2,94.2,3.7,0.2,1.2,1,79.6,7.4,1991,31.2,80.6,17747,37631,20.8,522.18,42.1,41.47994944,16,0,1,0,0,0,0,0,0,0,21757,0.781357724,0.542633072,0.8,50,-1.685973116,0.14,0.25,0.183062,100092,41712
"2507","Obion","Tennessee",2426,9526,4308,8873,3320,8814,760,345,0,1,0,3,2,7,2,1,5,9,30941,31807,22.2,18.9,51.6,87.1,10.8,0.4,3.8,2.3,79.6,14.2,2553,19,68.4,20900,39467,17.9,544.73,58.4,56.80061682,36,1,3,0,0,3,1,3,3,0,30884,1.618961274,0.58493079,0.79,122,-0.470602722,-0.12,0.02,0.162466,97379,41996
"2508","Overton","Tennessee",1945,6059,3418,4495,2802,4772,885,477,0,6,2,4,3,5,6,1,4,8,22028,22083,22.3,19.4,50.7,97.4,0.7,0.3,1.3,0.5,75.6,12.6,1360,28.8,79.9,18347,34604,22.4,433.48,50.9,50.81664667,15,1,0,0,1,0,0,1,1,0,21981,0.864382876,0.535719279,0.82,53,-1.628031039,0.39,0.22,0.15326,100365,41989
"2509","Perry","Tennessee",597,2167,1329,1596,992,1578,217,108,0,0,2,3,3,2,0,0,1,2,7822,7915,21.6,21,49.5,94.6,2.4,0.3,2.2,0.4,78.5,13.7,673,28.8,74.6,17214,32845,21.1,414.73,19.1,18.86046343,6,1,1,0,0,0,0,0,0,0,7843,1.02001785,0.47533551,0.76,31,-1.449258534,0.29,0.09,0.145877,102909,41690
"2510","Pickett","Tennessee",536,2021,854,1786,711,1707,214,64,-1,0.64097475,0.463724823,0.463724823,1,3,0,0,1,1,5124,5077,18.6,25.2,49.8,98.7,0.2,0.1,1.5,1.4,78.9,13,528,27,80.2,21942,35184,19.2,162.98,31.2,31.43944042,4,0,1,0,0,0,0,0,0,0,5084,0.983477577,0.591226802,0.77,20,-1.011159903,NA,NA,0.142482,102994,41731
"2511","Polk","Tennessee",1252,5097,2124,4267,1856,4108,757,557,0,0,2,1,2,4,5,1,2,4,16730,16825,20.6,19.4,50.2,97,0.7,0.3,1.7,1.3,77.4,11.1,1165,29,79.4,20274,39074,17.3,434.68,38.7,38.48808319,23,1,1,0,0,0,0,0,1,0,16711,1.555861409,0.527879422,0.77,45,-0.973002926,0.15,0.2,0.133605,100634,41781
"2512","Putnam","Tennessee",6851,19002,9735,17098,7793,17242,1917,1692,0,8,4,11,9,9,13,10,7,24,74165,72321,21.3,16.2,50.6,94,2.4,1.3,5.8,5,83,22.9,4297,22.7,63.1,20517,33709,26.5,401.1,180.3,184.904014,61,5,4,0,0,2,0,9,4,0,74467,1.141445204,0.581302574,0.77,322,-0.842986558,0.15,-0.08,0.127889,92328,41806
"2513","Rhea","Tennessee",1942,8660,2905,8033,2625,7793,504,331,0,5,1,4,6,8,5,3,6,8,32641,31809,23.1,17.6,50.8,95,2.2,0.5,4.5,2,76.9,12.6,2075,25,70.3,18952,36741,22.6,315.38,100.9,103.4973683,34,0,2,0,0,0,1,2,1,0,32652,1.225039814,0.528258592,0.76,97,-1.216783615,0.07,0.15,0.120942,97761,41754
"2514","Roane","Tennessee",4837,15880,7222,15643,6014,14719,1455,917,0,7,8,17,9,19,29,3,13,12,52748,54181,19.8,21.2,50.9,94.5,2.7,0.6,1.7,1.9,83.7,17.3,6179,25.8,74.4,23936,42223,15,360.71,150.2,146.2338166,66,2,0,1,0,3,0,3,3,0,52756,1.478504815,0.592166222,0.79,151,-0.755366832,-0.18,-0.01,0.1189,93436,42119
