"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","total_votes_16","total_votes_08","total_votes_12","primary_total","suicides_16_scaled","alcohol_08_scaled","alcohol_12_scaled","alcohol_16_scaled","drug_08_scaled","drug_12_scaled","drug_16_scaled","suicides_08_scaled","suicides_12_scaled","religious_14_scaled","civic_14_scaled","business_14_scaled","political_14_scaled","professsional_14_scaled","labor_14_scaled","bowling_14_scaled","recreation_14_scaled","golf_14_scaled","sports_14_scaled","non_profits_14_scaled","total_mort_08","total_mort_12","total_mort_16","total_mort_08_scaled","total_mort_12_scaled","total_mort_16_scaled","trump_over_romney","trump_over_mccain","trump_over_hillary"
"2571","Castro","Texas",526,1414,719,1561,630,1470,127,40,-1,0.413148388,0.690192744,0.916582027,0.614721499,0.411304748,0.757059968,0,0,2,7781,8062,30.4,14,49,94.2,2.6,0.5,62.7,19.6,68.2,12.8,408,15.4,68.7,19708,36402,24.1,894.43,9,8.699395146,8,0,2,0,0,0,0,0,2,0,7805,1.537475977,0.509007927,0.62,30,-0.815428741,0.5,0.49,0.531761,1940,2280,2100,167,25.7036370646446,5.30970810949749,8.8702318982136,11.7797458809922,7.90028915306516,5.28601398277856,9.72959732682174,0,0,102.814548258579,0,25.7036370646446,0,0,0,0,0,25.7036370646446,0,385.55455596967,1.027869887,1.101497492,3.673641995,0.000127495644629124,0.000136628317042917,0.000472129802724586,-56,-147,888
"2572","Chambers","Texas",2948,13339,3185,9966,2780,11761,688,295,0,1,0,3,9,4,4,6,5,9,38145,35096,27.7,10.8,49.7,87.3,9,1.3,21.3,8.5,85,18,2277,31.5,82.9,30140,72489,9.7,597.14,58.8,63.87949225,20,0,4,0,0,0,0,1,0,0,38132,0.655617329,0.602781755,0.66,104,-1.427353602,0.22,0.17,0.529162,16287,13151,14541,983,23.5941801022414,2.62157556691572,0,7.86472670074715,23.5941801022414,10.4863022676629,10.4863022676629,15.7294534014943,13.1078778345786,52.4315113383143,0,10.4863022676629,0,0,0,0,2.62157556691572,0,0,272.643858959234,16,9,16,0.000455892409391384,0.000256439480282653,0.000419452090706515,1578,3373,10391
"2573","Cherokee","Texas",3469,12919,4605,11693,3935,12291,990,324,0,4,5,6,8,5,3,5,10,7,50902,50845,25.6,16.1,48.9,80.9,15,0.6,22,10.1,76.7,15.1,3552,23.8,71.8,18801,38378,24.5,1052.91,48.3,48.34411298,42,2,3,1,0,0,0,2,0,0,51052,0.97939356,0.595231065,0.61,199,-0.948271551,0.23,0.38,0.526125,16388,16298,16226,1314,13.7519154453656,7.85823739735177,9.82279674668972,11.7873560960277,15.7164747947035,9.82279674668972,5.89367804801383,9.82279674668972,19.6455934933794,82.5114926721936,3.92911869867589,5.89367804801383,1.96455934933794,0,0,0,3.92911869867589,0,0,390.947310518251,17,20,16,0.000334349493558855,0.000393352345363359,0.000314329495894071,628,1226,9450
"2574","Childress","Texas",253,1802,497,1782,320,1665,54,34,-1,0.374916359,0.626323515,0.831763131,0,3,1,1,3,0,7089,7041,20.9,15.3,41,87,10.1,0.8,29.5,4.2,88.4,18.6,509,12.6,72.8,20248,47532,15.9,696.41,10.1,10.17934837,8,2,2,0,0,0,0,1,1,0,7065,1.981599434,0.559573872,0.65,59,0.56034228,0.44,0.44,0.523422,2055,2279,1985,88,0,5.28870586824658,8.83514621244181,11.7331517985612,0,42.3190859077444,14.1063619692481,14.1063619692481,42.3190859077444,112.850895753985,28.2127239384963,28.2127239384963,0,0,0,0,14.1063619692481,14.1063619692481,0,832.27535618564,1.374916359,6.626323515,1.831763131,0.000195272881550916,0.00094110545590115,0.000258395137678093,137,20,1549
"2575","Clay","Texas",536,4377,1085,4213,740,4266,120,65,0,0,1,1,0,2,1,0,1,3,10370,10752,21.6,20.3,49.8,95.5,0.9,0.3,5.4,1.6,88.5,18.2,849,25.1,85.2,25867,53776,10.3,1088.72,9.9,9.524946726,11,0,2,0,0,0,0,0,0,0,10381,1.252287834,0.648915694,0.75,60,-0.205623712,0.52,0.15,0.517834,4913,5298,5006,185,28.9296046287367,0,9.64320154291225,9.64320154291225,0,19.2864030858245,9.64320154291225,0,9.64320154291225,106.075216972035,0,19.2864030858245,0,0,0,0,0,0,0,578.592092574735,0,4,5,0,0.00037202380952381,0.000482160077145612,111,164,3841
"2576","Cochran","Texas",190,679,284,758,256,648,4,3,-1,0.16867478,0.2817828,0.374210034,0.251275402,0.168794816,0.309082469,1,0,2,2935,3127,28.3,14.9,50.5,90.8,5.1,0.3,57,15,66.1,12.4,141,16.7,79.4,17371,38650,15.1,775.15,4,3.78636393,5,0,1,0,0,0,0,0,1,0,2923,2.394799863,0.505512679,0.72,14,0.067834627,NA,NA,0.512615,869,1042,904,7,68.1431005110733,5.74701124361158,9.60077683134583,12.7499159795571,8.56134248722317,5.75110105621806,10.5309188756388,34.0715502555366,0,170.357751277683,0,34.0715502555366,0,0,0,0,0,34.0715502555366,0,477.001703577513,1.419950182,0.450577616,2.683292503,0.000454093438439399,0.000144092617844579,0.000914239353662692,31,-79,489
"2577","Coke","Texas",140,1265,297,1252,179,1216,25,25,-1,0.179684199,0.30017479,0.398634758,0.26746933,0.179854059,0.329256311,1,1,0,3254,3320,19.7,26.9,51.3,95.3,1,0.3,21.1,3.7,85.5,17.4,301,21.5,73.2,26407,40795,11,911.47,3.6,3.57005716,5,0,1,0,0,0,0,0,1,0,3242,2.159161012,0.60533104,0.43,16,0.395701989,NA,NA,0.512089,1405,1549,1395,50,0,5.52194834050399,9.22479379225569,12.2506071911494,8.21970897357099,5.52716837738168,10.1185098647818,30.7314074984634,30.7314074984634,153.657037492317,0,30.7314074984634,0,0,0,0,0,30.7314074984634,0,491.702519975415,1.447153529,1.480028849,0.727891069,0.000435889617168675,0.000445791821987952,0.000223691170559312,49,13,1125
"2578","Coleman","Texas",388,3177,643,3011,441,3007,75,49,0,0,1,4,0.677558468,0.455389724,0.836283063,4,1,2,8430,8895,21.9,23.4,49.8,93.6,2.8,0.5,17.7,0.7,82.3,15,799,23.3,67.9,18967,31373,27.6,1261.95,7,6.680137882,17,0,2,0,0,0,0,0,1,0,8413,2.377273268,0.576999339,0.62,50,0.581540601,0.25,0.18,0.510927,3565,3654,3448,124,23.7247924080664,0,11.8623962040332,47.4495848161329,8.03746699881376,5.40201333333333,9.92032103202847,47.4495848161329,11.8623962040332,201.660735468565,0,23.7247924080664,0,0,0,0,0,11.8623962040332,0,593.119810201661,4.677558468,2.455389724,6.836283063,0.000525863796290051,0.000276041565373805,0.000810946982562278,170,166,2789
"2579","Collin","Texas",140624,201014,108208,184116,100754,195933,23670,16171,0,24,28,56,36,67,87,64,72,100,885241,782341,27.2,9.7,50.9,74.2,9.6,12.9,15.1,17.6,93.4,49.3,42843,27.5,68.2,37839,82762,7.8,841.23,930,1052.31744,372,20,19,6,9,3,3,96,17,8,886052,0.624116869,0.659924772,0.78,2631,-1.221023279,0.22,-0.23,0.510336,341638,292324,296687,39841,11.2963588446536,2.71112612271686,3.16298047650301,6.32596095300602,4.0666891840753,7.56856042591791,9.82783219484863,7.22966966057831,8.13337836815059,42.0224549021114,2.25927176893072,2.14630818048418,0.677781530679216,1.01667229601882,0.338890765339608,0.338890765339608,10.8445044908675,1.92038100359111,0.903708707572288,297.207201202836,124,167,243,0.000158498659791574,0.000213461904719298,0.000274501519925083,5081,16898,60390
"2580","Collingsworth","Texas",145,983,292,1052,177,962,36,24,-1,0.158321953,0.26448769,0.351241976,0.23536685,0.157896689,0.290111776,0,0.489703139,0,3017,3057,28.3,17.5,51.1,89,5.9,0.5,32.4,12,79,18.9,204,19.3,78.5,22847,41576,20.4,918.44,3.3,3.284917904,4,1,1,0,0,0,0,1,1,0,3024,2.645502646,0.606860158,0.59,28,1.529812153,NA,NA,0.510092,1128,1344,1139,60,0,5.24766168379185,8.76657905203845,11.6420940006629,7.80135399403381,5.23356609214451,9.61590241962214,0,16.2314596950613,132.582035134239,33.1455087835598,33.1455087835598,0,0,0,0,33.1455087835598,33.1455087835598,0,928.074245939675,0.393688803,0.912087518,0.641353752,0.000128782729146222,0.000298360326463853,0.000212579964202851,21,-69,838
"2581","Colorado","Texas",1987,6325,2503,5790,2024,6015,474,150,0,1,1,1,3,2,2,2,4,1,20719,20874,22.9,20.7,49.9,83.5,13.5,0.8,28.3,8.4,82.2,16.9,1689,23.8,77.3,24348,45146,16.6,960.27,21.7,21.57622335,25,2,6,0,0,0,0,1,2,0,20675,1.741233374,0.608060529,0.66,158,0.418313531,0.34,0.34,0.510019,8312,8293,8039,624,4.82648776485352,4.82648776485352,4.82648776485352,4.82648776485352,14.4794632945605,9.65297552970703,9.65297552970703,9.65297552970703,19.3059510594141,120.662194121338,9.65297552970703,28.9589265891211,0,0,0,0,4.82648776485352,9.65297552970703,0,762.585066846856,6,7,4,0.000287438919229664,0.000335345405767941,0.000193059510594141,310,535,4338
"2582","Comal","Texas",14238,45136,12365,35203,11437,39291,3112,2027,0,8,10,13,8,17,18,13,26,25,123694,108472,23.1,17.4,50.7,94.1,2.3,1,26.6,6.2,89.4,33.3,12595,29.9,76.1,32980,65839,10.2,559.48,193.9,221.0874383,84,11,5,1,3,2,5,16,1,0,123439,1.036949424,0.656061011,0.78,597,-0.543383624,0.18,-0.03,0.506892,59374,47568,50728,5139,20.2111662651382,6.46757320484421,8.08446650605526,10.5098064578718,6.46757320484421,13.743593060294,14.5520397108995,10.5098064578718,21.0196129157437,67.9095186508642,8.89291315666079,4.04223325302763,0.808446650605527,2.42533995181658,1.61689330121105,4.04223325302763,12.9351464096884,0.808446650605527,0,482.642650411499,29,53,56,0.000267350099564865,0.000488605354377166,0.000452730124339095,5845,9933,30898
"2583","Comanche","Texas",789,4333,1339,3807,890,3940,221,117,-1,0.712225603,1.189821763,1.580093754,2,1,1,3,0,2,13550,13974,23.1,22.9,50.9,96.4,1,0.3,27.3,6.9,76,18.9,1176,21.8,77,19268,36020,26.4,937.75,14.9,14.44948014,15,0,3,0,0,0,0,0,1,0,13502,1.407198933,0.558579073,0.71,70,-0.527838188,0.57,0.45,0.506809,5122,5146,4830,338,14.760147601476,5.25627751291513,8.78097242066421,11.6612085166052,14.760147601476,7.38007380073801,7.38007380073801,22.140221402214,0,110.70110701107,0,22.140221402214,0,0,0,0,0,7.38007380073801,0,516.60516605166,5.712225603,2.189821763,4.580093754,0.000408775268570202,0.000156706867253471,0.000338014299188192,393,526,3544
"2584","Concho","Texas",148,885,257,807,194,793,27,11,-1,0.209009052,0.34916397,0.46369282,0.310153353,0.208441504,0.382991659,0.446433139,0.64646358,0.886347328,4050,4087,12.9,15.7,30.1,94.9,2.6,0.4,56.3,30.3,71.2,10.8,267,24.9,79.1,19976,51411,16.5,983.8,4.2,4.116690384,2,0,1,0,0,0,0,0,0,0,4045,0.741656366,0.590212264,0.48,23,-0.827441123,NA,NA,0.506692,1033,1064,987,38,21.8851192098765,5.16071733333333,8.62133259259259,11.4492054320988,7.65810748148148,5.14670380246914,9.45658417283951,11.0230404691358,15.9620637037037,49.3827160493827,0,24.6913580246914,0,0,0,0,0,0,0,567.901234567901,0.965595544,1.204069054,1.733031807,0.000236260226082701,0.000294609506728652,0.000427909088148148,92,78,737
"2585","Cooke","Texas",2352,13181,3051,11871,2240,11901,449,334,0,3,3,1,12,8,7,6,11,8,38761,38437,24.2,17.4,50.4,92.6,3.2,1.1,17,7.9,83.8,19.5,2935,24.3,69.5,25186,50067,14.8,874.76,43.9,44.31043943,32,4,3,0,0,0,0,3,2,0,38828,1.133202843,0.613080998,0.74,163,-0.730635458,0.81,0.54,0.505581,15533,14922,14141,783,20.6393023915792,7.73973839684219,7.73973839684219,2.5799127989474,30.9589535873687,20.6393023915792,18.0593895926318,15.4794767936844,28.3790407884213,82.5572095663167,10.3196511957896,7.73973839684219,0,0,0,0,7.73973839684219,5.15982559789479,0,420.525786228425,21,22,16,0.000546348570387907,0.000572365168977808,0.000412786047831583,1280,1310,10829
"2586","Coryell","Texas",5064,12225,6611,11537,5141,11193,1010,577,0,1,3,3,1,3,7,14,15,17,75562,75388,24.8,9,50.4,74.4,17.4,2.2,17.9,5.5,87.5,15.1,9150,20.1,57.3,19357,49819,13.4,1052.07,71.7,71.82221715,39,7,3,0,1,1,0,3,1,0,75507,0.728409287,0.466574873,0.72,195,-1.970030615,0.11,0.07,0.50471,17289,18148,16334,1587,22.4980810460284,1.32341653211932,3.97024959635796,3.97024959635796,1.32341653211932,3.97024959635796,9.26391572483523,18.5278314496705,19.8512479817898,51.6132447526535,9.26391572483523,3.97024959635796,0,1.32341653211932,1.32341653211932,0,3.97024959635796,1.32341653211932,0,258.066223763267,16,21,27,0.000212235369024248,0.000278558921844325,0.000357322463672216,1032,688,7161
"2587","Cottle","Texas",92,506,187,509,180,553,27,18,-1,0.082684393,0.138129955,0.183437794,0.123141798,0.082764969,0.151512256,0.17724967,0.256688505,0.290408729,1415,1505,21.8,24.5,52.3,87.6,10.4,0.1,24.3,4.3,76.2,16.1,103,17.4,72.4,21089,34639,15.4,900.56,1.7,1.571244559,2,0,0,0,0,0,0,0,0,0,1427,1.401541696,0.652288732,0.47,16,0.980069033,NA,NA,0.50425,598,696,733,45,20.5235850883392,5.84342,9.76183427561837,12.9638016961131,8.70260056537102,5.84911441696113,10.7075799293286,12.5264784452297,18.1405303886926,141.342756183746,0,0,0,0,0,0,0,0,0,1130.74204946996,0.383075861,0.477583429,0.625358779,0.000254535455813953,0.000317331182059801,0.000441949667137809,-47,-3,414
"2588","Crane","Texas",299,1049,319,1119,275,985,62,24,-1,0.220876647,0.368989602,0,0.328598576,0.219290992,0.404738037,0.472983099,0.680112345,0,4950,4375,30,11.3,50.2,93.3,3,0.7,61.9,16.5,68.9,13.6,228,24.5,75.8,22291,50417,13.8,785.07,5.6,6.30517024,4,0,1,0,0,0,0,0,0,0,4927,1.014816318,0.528636176,0.71,7,-1.654175635,1.53,0.42,0.501683,1348,1438,1260,86,0,4.46215448484848,7.45433539393939,0,6.63835507070707,4.43012105050505,8.176526,9.55521412121212,13.7396433333333,80.8080808080808,0,20.2020202020202,0,0,0,0,0,0,0,141.414141414141,1.022458322,1.268392939,0.404738037,0.000233704759314286,0.000289918386057143,8.176526e-05,64,-70,750
"2589","Crockett","Texas",372,980,512,1026,480,957,266,240,0,0,0.331195337,0,0.294706837,0.197899048,0.36328219,0.424199504,0,0.761235436,3812,3719,25.6,15.1,50.3,94.3,1.9,0.7,64,10.3,64.3,11.1,209,17.2,69.2,23872,50475,16.7,2807.33,1.3,1.357873852,5,1,1,0,0,0,0,0,1,0,3781,2.11584237,0.563636364,0.47,17,0.094685833,0.92,0.39,0.498411,1352,1538,1437,506,19.9694500524659,0,8.68823024658972,0,7.73102930220357,5.19147555089192,9.5299630115425,11.1280037775446,0,131.164742917104,26.2329485834208,26.2329485834208,0,0,0,0,0,26.2329485834208,0,445.960125918153,0.718906341,0.529094385,1.124517626,0.000193306356816348,0.000142267917450928,0.000294994130640084,23,-46,608
"2590","Crosby","Texas",468,1181,684,1221,639,1132,131,91,-1,0.331065869,0.553068262,0.734479511,0.492703084,0.330853161,0.606650598,0,0,1.241176253,5899,6059,26.8,18.9,50.7,92.8,4.4,0.1,54,5.2,69.5,13.8,297,19.7,67.2,18959,38187,26.5,900.2,6.7,6.552988225,8,0,2,0,0,0,0,0,0,0,5888,1.698369565,0.479474108,0.55,33,-0.463536615,0.4,0.37,0.49819,1649,1905,1771,222,21.0404518223428,5.61223714188846,9.37562742837769,12.4509155958637,8.35231537548737,5.60863131039159,10.28395656891,0,0,135.616206136633,0,33.9040515341583,0,0,0,0,0,0,0,559.416850313612,0.823768953,0.883921423,2.582306362,0.000135957906090114,0.000145885694504044,0.000437753239871165,49,-40,713
"2591","Culberson","Texas",454,280,510,267,566,294,358,160,-1,0.132176382,0.220809721,0.293237249,0.196628257,0.132565003,0.242202199,0.2830257,0.411139071,0.455291289,2266,2398,25.1,16.8,51.2,91,1.3,1.7,73.5,13,70.2,16.5,143,10.9,63.4,16227,37105,25.2,3812.8,0.6,0.59431389,2,1,0,0,0,0,0,0,0,0,2266,1.3239188,0.499715748,0.5,10,-0.904461688,NA,NA,0.497338,734,777,860,518,20.0922898940865,5.83302656663725,9.7444713592233,12.9407435569285,8.67732819947043,5.8501766548985,10.6885348190644,12.4901015004413,18.1438248455428,88.261253309797,44.1306266548985,0,0,0,0,0,0,0,0,441.306266548985,0.611830339,0.764513795,0.990730737,0.00025514192618849,0.000318813092160133,0.000437215682700794,-14,13,-174
"2592","Dallam","Texas",222,1261,302,1267,253,1248,24,13,0,3,1,1,0.504969701,0.337395077,0.62259759,1,1,1,7135,6703,32,8.7,48.5,93.1,2,0.9,42.9,17.3,72.3,10.4,297,14,61.3,19752,40895,18.1,1503.26,4.5,4.746351263,11,2,2,0,0,1,1,0,0,0,7108,2.391671356,0.493882807,0.61,58,0.638776067,0.77,0.23,0.492199,1483,1569,1501,37,14.0154169586545,42.0462508759636,14.0154169586545,14.0154169586545,7.0773609110021,4.72873268395235,8.72596482130343,14.0154169586545,14.0154169586545,154.1695865452,28.030833917309,28.030833917309,0,0,14.0154169586545,14.0154169586545,0,0,0,812.894183601962,4.504969701,2.337395077,2.62259759,0.000672082604953006,0.000348708798597643,0.000367567987386125,13,-6,1039
"2593","Dallas","Texas",461080,262945,424468,309477,403170,294339,113664,44275,0,100,154,207,195,276,340,203,271,263,2518638,2368139,26.9,9.7,50.7,68,23.1,5.9,39.3,23.1,77.4,28.6,106414,26,52.5,26816,49481,19.1,871.28,2718,2890.733174,1234,137,86,23,51,48,8,189,35,7,2519625,0.721535943,0.603088152,0.71,11656,-1.056382988,-0.24,0.09,0.491683,724025,733945,697509,157939,10.4421516708634,3.970399874853,6.11441580727361,8.2187277409457,7.74227975596334,10.9583036545943,13.4993595745002,8.05991174595158,10.7597836608516,48.994734455686,5.4394478285486,3.41454389237358,0.913191971216189,2.02490393617503,1.90579193992944,0.31763198998824,7.50405576347216,1.38963995619855,0.27792799123971,462.789809412865,498,701,810,0.000210291710072762,0.000296013029640574,0.000321602389863093,-31394,-46532,-198135
"2594","Dawson","Texas",835,2636,1135,2894,1017,2591,92,34,0,2,2,3,2,2,2,1,2,2,13372,13833,25,14.7,44.8,90.3,6.6,0.6,55.5,8.3,68.5,9.4,489,14,73.6,17677,39714,21.9,900.31,15.4,14.85266186,19,2,2,0,0,0,0,0,1,0,13505,1.777119585,0.477076238,0.74,52,-0.773032099,0.24,0.39,0.487133,3471,4029,3608,126,14.9566257852229,14.9566257852229,14.9566257852229,22.4349386778343,14.9566257852229,14.9566257852229,14.9566257852229,7.47831289261143,14.9566257852229,142.087944959617,14.9566257852229,14.9566257852229,0,0,0,0,0,7.47831289261143,0,388.872270415794,5,6,7,0.000361454492879346,0.000433745391455216,0.0005234819024828,45,-258,1801
"2595","DeafSmith","Texas",1185,2911,1246,3456,1239,3042,200,86,0,2,0,4,2,1,0,0,1,2,19195,19372,31.9,11.9,50.4,94.7,2,0.6,70.6,16.7,69.5,15.6,690,15.1,65.3,17532,41444,18.9,1496.87,12.9,12.82342488,14,4,1,0,0,0,0,1,1,0,19201,1.093693037,0.506643151,0.67,63,-1.338320655,NA,NA,0.484996,4096,4702,4281,286,10.4193800468872,10.4193800468872,0,20.8387600937744,10.4193800468872,5.20969002344361,0,0,5.20969002344361,72.9356603282105,20.8387600937744,5.20969002344361,0,0,0,0,5.20969002344361,5.20969002344361,0,328.210471476947,4,2,6,0.000206483584555028,0.000103241792277514,0.000312581401406616,-131,-545,1726
"2596","Delta","Texas",400,1836,589,1580,454,1524,110,51,0,0,0.456735223,0,0.406256953,0.272404543,0.500984625,0,0.844839501,1.080229332,5238,5231,22,22,50.5,86.5,8,0.6,7.2,1,85.4,16.2,548,27.7,83,20150,40375,17.9,256.83,20.4,20.39481369,5,1,1,0,0,0,0,0,1,0,5218,1.533154465,0.607465382,0.67,18,-0.49886715,NA,NA,0.48026,2236,2169,1978,161,20.6229349369989,0,8.71964915998473,0,7.75595557464681,5.20054492172585,9.56442583046965,0,16.1290473654066,95.4562810232913,19.0912562046583,19.0912562046583,0,0,0,0,0,19.0912562046583,0,343.642611683849,0.406256953,1.573979267,1.581213957,7.76633441024661e-05,0.000300894526285605,0.000301873607674685,312,256,1436
"2597","Denton","Texas",110890,170603,90830,149592,79917,156105,16491,15781,0,18,34,45,53,58,71,59,68,91,753363,662614,26.1,8.7,50.8,79.3,9.6,7.7,19,14.2,91.8,40.5,39891,27.4,65.5,33855,74155,8.7,878.43,754.3,857.6243981,307,23,14,3,5,5,4,65,17,2,754792,0.589566397,0.627759592,0.76,2293,-1.365171861,0.29,-0.15,0.479367,281493,240422,236022,32272,12.0791703335577,2.38928643960481,4.51309660814242,5.97321609901203,7.03512118328084,7.69881186094884,9.42440762288565,7.83154999648244,9.02619321628485,40.7506076088154,3.05297711727282,1.85833389747041,0.398214406600802,0.663690677668003,0.663690677668003,0.530952542134403,8.62797880968404,2.25654830407121,0.265476271067201,304.368544778546,130,160,207,0.000196192655150661,0.000241467883262352,0.000274767940554553,14498,21011,59713
"2598","DeWitt","Texas",1163,5519,1715,4888,1463,5114,NA,NA,0,1,4,5,3,2,1,5,1,4,20684,20097,22.1,19.4,47.9,87.7,9.5,0.6,33.9,2.6,76.8,12.4,1742,24.4,78,23720,46454,13.5,908.98,22.1,22.75517613,23,5,3,0,0,0,0,0,1,0,20668,1.548287207,0.555806749,0.69,124,-0.26497901,NA,NA,0.476636,6682,6603,6577,NA,19.3386192225875,4.83465480564688,19.3386192225875,24.1732740282344,14.5039644169406,9.66930961129375,4.83465480564688,24.1732740282344,4.83465480564688,111.197060529878,24.1732740282344,14.5039644169406,0,0,0,0,0,4.83465480564688,0,599.497195900213,9,7,10,0.000447828034034931,0.000348310693138279,0.000483465480564688,405,631,4356
"2599","Dickens","Texas",128,755,234,730,216,793,13,11,-1,0.128426902,0.214545956,0.284918915,0.191138175,0.128506704,0.235331589,0.275123306,0.398552603,0.452391345,2218,2444,18.9,20.9,42.4,88.7,6,1.1,29.5,3.5,77.4,13.5,220,15.9,76.8,20578,38401,18.8,901.72,2.7,2.459743601,6,0,1,0,0,0,0,0,0,0,2205,3.174603175,0.7432531,0.57,21,2.620112454,NA,NA,0.476376,883,964,1009,24,20.3963636158702,5.79021199278629,9.67294661857529,12.8457581154193,8.61759129846709,5.79380991884581,10.6100806582507,12.4041165915239,17.9690082506763,270.513976555455,0,45.0856627592426,0,0,0,0,0,0,0,946.798917944094,0.594688383,0.741605263,0.972641849,0.000243325852291326,0.00030343914198036,0.000438522023895401,-38,25,627
"2600","Dimmit","Texas",2173,974,2692,874,2141,762,1804,534,0,0,2,0,0,1,1,2,1,2,11089,9996,30.4,14.3,50.9,96.2,1.7,0.6,85.9,6.6,61.6,9.2,433,15.5,69.8,17516,36681,26.5,1328.88,7.5,8.344621034,6,0,2,0,0,0,0,0,0,0,10995,0.727603456,0.418928623,0.47,31,-2.037865242,0.18,0.1,0.474727,3147,3566,2903,2338,18.0358914239336,0,18.0358914239336,0,0,9.01794571196682,9.01794571196682,18.0358914239336,9.01794571196682,54.1076742718009,0,18.0358914239336,0,0,0,0,0,0,0,279.556317070971,2,4,3,0.000200080032012805,0.00040016006402561,0.000270538371359004,212,100,-1199
"2601","Donley","Texas",191,1225,291,1370,226,1286,33,35,-1,0.192303418,0.321256062,0.426630872,0.28577866,0.192059354,0.352379978,0.411348332,0.595655736,0.705307934,3543,3677,19.7,23.3,51.5,92.4,5.1,0.4,10.9,2.2,85.9,16.7,292,20.4,76.7,21904,42411,16.7,926.89,4,3.822460055,7,0,1,0,0,0,0,0,1,0,3522,2.555366269,0.621961102,0.5,28,1.316415723,NA,NA,0.471552,1416,1661,1512,68,19.9070825289303,5.42770019757268,9.06734580863675,12.0415148744002,8.06600790290714,5.42081157211403,9.94580801580581,11.6101702511995,16.8121856054191,197.572678521027,0,28.2246683601468,0,0,0,0,0,28.2246683601468,0,790.290714084109,0.88943041,1.108971152,1.484318784,0.000241890239325537,0.000301596723415828,0.000418944054191363,-61,-145,1034
"2602","Duval","Texas",2783,1316,3298,1076,3331,979,2273,523,0,1,0,0,1,3,2,0,2,4,11533,11782,25.7,17.2,48.4,96.9,1.4,0.3,88.5,3.4,66,6.8,650,22.9,72.5,20181,34131,19.7,1793.48,6.6,6.430514976,6,0,0,0,0,0,0,0,0,0,11519,0.520878548,0.492070684,0.41,23,-2.043518127,0.61,0.23,0.46567,4099,4374,4310,2796,34.6830833261077,8.67077083152692,0,0,8.67077083152692,26.0123124945808,17.3415416630538,0,17.3415416630538,52.0246249891615,0,0,0,0,0,0,0,0,0,199.427729125119,2,5,6,0.000169750466813784,0.000424376167034459,0.000520246249891615,337,240,-1467
"2603","Eastland","Texas",776,6011,1271,5163,970,5443,171,122,0,1,1,3,1,1,0,4,4,3,18176,18583,21.4,21.1,50.8,94.6,2.5,0.6,16,4,82,16,1657,21.2,75.1,21125,34914,19,926.49,20.1,19.61812864,18,3,3,0,0,0,0,0,2,0,18230,1.426220516,0.613836121,0.63,112,-0.089032947,0.63,0.24,0.464117,6787,6434,6413,293,16.5052816901408,5.50176056338028,5.50176056338028,16.5052816901408,5.50176056338028,5.50176056338028,0,22.0070422535211,22.0070422535211,99.0316901408451,16.5052816901408,16.5052816901408,0,0,0,0,0,11.0035211267606,0,616.197183098591,6,6,6,0.000322875746650164,0.000322875746650164,0.000330105633802817,568,848,5235
"2604","Ector","Texas",10249,25020,9118,26190,8095,23936,1855,942,0,19,21,21,13,17,17,8,25,22,153904,137130,29.8,9.6,49.6,91.1,4.9,1.1,57.5,13.7,72.9,13.5,7071,20.4,65.7,24247,51466,15.9,897.69,152.8,171.4444853,80,18,5,0,2,1,2,12,3,0,154399,0.796637284,0.488395848,0.69,378,-1.831534919,0.8,0.37,0.463244,35269,35308,32031,2797,14.2946252209169,12.3453581453374,13.6448695290571,13.6448695290571,8.44682399417819,11.0458467616176,11.0458467616176,5.19804553487889,16.2438922964965,51.9804553487889,11.6956024534775,3.2487784592993,0,1.29951138371972,0.649755691859861,1.29951138371972,7.79706830231833,1.94926707557958,0,245.607651523027,40,63,60,0.000291694012980384,0.000459418070444104,0.000389853415115916,1084,-1170,14771
"2605","Edwards","Texas",303,746,346,673,232,641,42,27,-1,0.104683073,0.17488026,0.232242521,0.155221629,0.104521704,0.191823002,0.223425214,0.324165168,0.395842426,1879,2002,20.2,26,49.7,95.5,0.8,0.7,54.4,12.7,68.9,24.2,156,22.9,91.6,22015,43839,18.4,2117.86,0.9,0.887216341,3,0,1,0,0,0,0,0,0,0,1879,2.128791911,0.56485623,0.35,22,1.400502396,NA,NA,0.460697,1049,1019,873,69,21.0666538584353,5.5712119744545,9.30709207025013,12.3599,8.26086370409793,5.56262394890899,10.2087813730708,11.8906447046301,17.2520046833422,159.659393294305,0,53.2197977647685,0,0,0,0,0,0,0,1170.83555082491,0.483329916,0.603567132,0.819907949,0.000241423534465534,0.000301482083916084,0.000436353352315061,105,73,443
