county,state,Religious2014,Civic2014,Business2014,Political2014,Professional2014,Labor2014,Bowling2014,Recreational2014,Golf2014,Sports2014,pop2014,assn2014,pvote2012,respn2010,nccs2014,sk2014
Adams , OH,19,1,2,0,0,0,1,0,2,0,28124,0.888920495,0.605658419,0.78,150,-0.797763474
Grayson , TX,113,18,6,1,1,1,0,11,2,0,123419,1.239679466,0.569396168,0.72,525,-0.798470084
Henry , GA,111,2,3,2,1,3,1,14,6,0,213738,0.669043408,0.741843039,0.76,680,-0.799176695
Banks , GA,16,0,1,0,0,0,0,1,1,0,18313,1.037514334,0.70711106,0.78,39,-0.799883306
Hampden , MA,193,77,13,2,16,48,5,40,19,2,469566,0.883794823,0.663041536,0.78,1862,-0.802709748
Angelina , TX,84,7,4,0,0,5,1,5,1,0,87875,1.217638691,0.575987996,0.7,364,-0.802709748
Charlotte , FL,74,12,8,0,1,0,1,13,6,1,168437,0.68868479,0.736045198,0.75,534,-0.803416359
Tom Green , TX,98,9,10,3,0,4,1,11,4,0,116881,1.197799471,0.594011356,0.75,456,-0.805536191
Duplin , NC,56,0,4,0,0,0,0,1,3,0,59618,1.073501292,0.68566862,0.72,137,-0.806242802
Randolph , AR,11,1,2,0,0,0,0,3,1,0,17550,1.025641026,0.605038602,0.71,78,-0.806949413
Fulton , AR,9,0,1,0,0,0,1,1,0,0,12139,0.988549304,0.643976075,0.59,42,-0.807656023
Twiggs , GA,5,0,2,0,0,0,0,0,0,0,8354,0.837921954,0.715477609,0.52,20,-0.807656023
Niagara , NY,133,20,3,0,3,28,5,21,11,0,213449,1.049431012,0.628809393,0.78,830,-0.808362634
Colquitt , GA,37,3,2,2,0,0,0,1,1,0,46051,0.998892532,0.682227682,0.71,125,-0.811895688
Forsyth , GA,88,2,4,1,3,0,2,26,7,0,203882,0.652338117,0.798513004,0.77,379,-0.812602298
Pike , OH,20,4,1,0,0,2,1,1,1,0,28276,1.060970434,0.618180848,0.77,114,-0.813308909
Pulaski , MO,41,5,3,0,0,1,1,4,2,0,53535,1.064724012,0.609521671,0.6,207,-0.81472213
Castro , TX,8,0,2,0,0,0,0,0,2,0,7805,1.537475977,0.509007927,0.62,30,-0.815428741
St. Francois , MO,61,8,5,0,0,3,2,4,5,0,65948,1.334384667,0.571450262,0.72,238,-0.816135352
Live Oak , TX,11,0,2,0,0,0,0,1,0,0,12081,1.158844467,0.574280927,0.45,47,-0.818255184
Washington Parish, LA,38,3,2,0,0,3,0,1,3,0,46287,1.080216908,0.670721583,0.69,115,-0.818961794
Butler , KY,17,1,1,0,0,0,0,0,1,0,12879,1.552915599,0.570140845,0.76,33,-0.820375016
Cameron Parish, LA,6,0,1,0,0,1,0,0,0,0,6705,1.193139448,0.648873484,0.46,13,-0.820375016
Blount , TN,121,4,4,0,2,2,1,7,5,0,126124,1.157590942,0.651674388,0.8,345,-0.823201459
Gladwin , MI,13,4,2,0,0,2,2,1,1,0,25451,0.982279675,0.59147316,0.78,128,-0.825321291
Hunt , TX,89,8,2,1,0,2,1,6,4,0,88822,1.272207336,0.574868831,0.71,335,-0.826027901
Hughes , OK,14,0,2,0,0,0,0,1,0,0,13808,1.231170336,0.593679458,0.54,44,-0.826734512
Franklin , NY,23,11,3,0,1,0,4,2,4,0,51133,0.938728414,0.575525536,0.65,274,-0.827441123
Concho , TX,2,0,1,0,0,0,0,0,0,0,4045,0.741656366,0.590212264,0.48,23,-0.827441123
Newton , TX,11,1,0,0,0,0,0,0,0,0,14146,0.848296338,0.649584947,0.46,52,-0.827441123
Grayson , VA,13,1,0,0,0,0,0,0,0,0,15999,0.875054691,0.671412408,0.76,58,-0.827441123
Morgan , IN,46,10,4,0,1,0,1,3,5,0,69590,1.005891651,0.593100844,0.82,343,-0.828854344
Sumter , FL,44,5,3,0,1,1,0,5,3,0,114000,0.543859649,0.817880616,0.83,226,-0.829560955
Haralson , GA,22,0,2,0,0,0,0,0,0,0,28615,0.838720951,0.713470398,0.76,80,-0.830267566
Tate , MS,30,0,1,0,0,2,0,1,1,0,28206,1.240870737,0.613368931,0.74,86,-0.830974176
Torrance , NM,11,0,0,1,0,0,0,0,0,0,15586,0.769921725,0.635308127,0.48,69,-0.833800619
Benton , AR,162,10,7,1,0,0,5,25,7,0,242868,0.893489468,0.682667379,0.77,787,-0.83450723
Seward , KS,19,3,2,0,0,0,1,1,2,0,23296,1.201923077,0.508497888,0.56,125,-0.83450723
Hale , AL,8,0,0,0,0,0,0,1,1,0,15131,0.660894852,0.672865925,0.55,64,-0.83521384
Douglas , GA,60,4,2,0,2,2,2,7,2,0,138466,0.584981151,0.744737906,0.73,454,-0.83521384
Madison , TX,10,0,3,0,0,0,0,0,1,0,13852,1.010684378,0.606900708,0.58,56,-0.835920451
Crenshaw , AL,14,0,0,0,0,0,0,0,1,0,13948,1.075423,0.659887006,0.65,36,-0.836627062
Tattnall , GA,22,0,1,1,1,0,0,0,0,0,25195,0.992260369,0.694406833,0.49,47,-0.836627062
Columbia , GA,73,3,3,0,0,3,0,14,4,0,139343,0.71765356,0.738189198,0.79,398,-0.837333672
Bristol , MA,228,73,16,0,6,39,8,77,29,1,554626,0.860039017,0.685509188,0.74,1814,-0.837333672
Marion , FL,191,22,5,0,3,3,2,16,11,0,338749,0.746865673,0.722151621,0.77,1028,-0.838746894
Ripley , MO,10,2,2,0,1,0,1,0,0,0,13969,1.145393371,0.562947909,0.54,60,-0.838746894
Allendale , SC,5,0,1,0,0,0,0,0,0,0,9693,0.619003405,0.718625928,0.74,36,-0.840160115
Labette , KS,18,4,2,0,0,1,0,0,3,0,20876,1.341253114,0.490899096,0.73,112,-0.842279947
Anson , NC,23,2,1,0,0,0,0,0,1,0,26122,1.033611515,0.648910412,0.76,85,-0.842279947
Scurry , TX,16,4,2,0,0,0,1,2,0,0,17356,1.440424061,0.534559762,0.7,65,-0.842279947
Cotton , OK,6,0,0,0,0,0,0,0,0,0,6127,0.979272074,0.647229551,0.61,20,-0.842986558
Putnam , TN,61,5,4,0,0,2,0,9,4,0,74467,1.141445204,0.581302574,0.77,322,-0.842986558
Bonneville , ID,23,6,5,0,1,7,1,3,2,1,108526,0.451504709,0.779119869,0.8,351,-0.845813001
Ralls , MO,8,0,0,0,0,0,0,0,0,0,10280,0.778210117,0.679347093,0.74,39,-0.845813001
Wyandotte , KS,133,11,5,0,2,11,2,6,1,2,162147,1.066933092,0.602531826,0.72,662,-0.846519612
Washoe , NV,126,20,19,6,14,22,3,54,9,1,440154,0.622509394,0.697969496,0.76,1843,-0.847932833
Haskell , OK,12,0,1,0,0,0,0,0,0,0,12888,1.008690255,0.577729377,0.53,59,-0.847932833
Fulton , NY,32,7,1,0,2,1,2,5,4,0,54173,0.996806527,0.586967478,0.79,268,-0.848639444
Hopkins , TX,28,2,2,1,0,0,0,6,1,0,35857,1.115542293,0.600593388,0.74,140,-0.848639444
Franklin , ID,0,1,0,0,0,0,1,0,1,0,12994,0.230875789,0.807614652,0.81,48,-0.850052665
Crawford , MO,22,2,0,0,0,0,1,0,1,0,24638,1.055280461,0.592980067,0.62,102,-0.850759276
Davidson , NC,140,4,4,1,1,4,0,14,2,1,164067,1.042257127,0.673001205,0.78,431,-0.850759276
Matanuska-Susitna Borough, AK,50,13,7,2,1,0,1,6,2,1,98285,0.844482881,0.613138686,0.53,449,-0.851465886
Palm Beach , FL,441,65,48,6,23,22,4,181,89,10,1398518,0.635672905,0.690336319,0.74,5925,-0.851465886
Washington , AR,136,8,9,0,0,2,2,25,7,0,220682,0.856435958,0.657269988,0.75,860,-0.852172497
Hall , GA,106,11,6,2,3,1,1,15,2,4,190525,0.79254691,0.721259065,0.77,522,-0.852879108
Power , ID,3,0,0,0,0,0,0,0,0,0,7678,0.390726752,0.785926928,0.82,26,-0.852879108
Anderson , TX,50,6,2,1,0,0,1,2,2,0,57742,1.10837865,0.611912131,0.65,200,-0.852879108
Houston , GA,83,3,3,0,0,2,1,11,4,0,149228,0.717023615,0.7278654,0.74,434,-0.853585718
Tangipahoa Parish, LA,88,6,5,0,0,3,1,10,2,0,126948,0.905882724,0.659527132,0.61,418,-0.853585718
Horry , SC,179,10,16,2,1,3,3,24,57,1,298258,0.992429373,0.658373996,0.71,917,-0.853585718
Weld , CO,122,15,12,2,6,3,2,22,9,1,276379,0.701934662,0.713979369,0.75,920,-0.85499894
Jessamine , KY,45,1,1,0,0,0,1,6,5,0,50988,1.157135012,0.613657318,0.77,173,-0.856412161
Van Zandt , TX,55,3,2,0,0,3,0,0,1,0,52839,1.211226556,0.57566533,0.75,210,-0.856412161
Pottawatomie , OK,66,3,5,0,0,1,1,7,2,0,71802,1.183811036,0.618302688,0.75,222,-0.857825383
Ohio , KY,29,1,2,0,0,2,0,1,0,0,24050,1.455301455,0.583969004,0.83,64,-0.858531993
Lapeer , MI,53,7,5,0,1,0,3,5,9,0,88199,0.941053753,0.652239687,0.84,328,-0.859238604
Fayette , PA,114,36,2,0,5,12,5,8,3,1,134255,1.385423262,0.529062728,0.79,570,-0.859945215
Chaves , NM,44,8,4,0,1,0,1,6,1,0,65837,0.987286784,0.608419285,0.68,276,-0.860651825
Christian , MO,53,2,2,0,1,0,1,7,3,1,82039,0.853252721,0.701530047,0.78,235,-0.861358436
Randolph , NC,131,2,5,0,0,2,1,14,5,0,142617,1.12188589,0.663537409,0.78,339,-0.861358436
Sutter , CA,27,5,3,0,5,3,1,10,2,0,95604,0.58574955,0.735317818,0.75,323,-0.862771657
Marshall , MS,28,0,1,0,0,0,0,1,1,0,36191,0.85656655,0.684336943,0.65,108,-0.862771657
Johnston , NC,113,5,10,1,1,0,1,19,5,0,180959,0.856547616,0.71037153,0.78,474,-0.864184879
Hawaii , HI,79,8,9,0,0,6,2,11,9,0,194016,0.639122547,0.608245545,0.56,1111,-0.866304711
Morrow , OH,24,2,1,0,0,1,0,2,2,0,35064,0.912616929,0.65326552,0.78,129,-0.866304711
Coconino , AZ,81,11,8,1,1,3,2,9,8,0,137637,0.900920537,0.614346012,0.61,594,-0.867717932
Thurston , NE,7,0,0,0,0,0,0,0,1,0,6961,1.149260164,0.495747538,0.77,43,-0.868424543
Orange , FL,544,71,62,4,26,31,14,112,38,11,1256495,0.726624459,0.675251395,0.72,5006,-0.869131154
Warren , MS,41,3,3,0,0,3,0,5,1,0,47966,1.167493641,0.57051795,0.71,200,-0.869131154
Gloucester , NJ,130,7,5,1,9,28,3,44,6,0,290898,0.800968037,0.688032492,0.78,993,-0.869131154
Lawrence , AL,43,0,1,0,0,2,0,2,0,0,33426,1.436007898,0.601888879,0.76,71,-0.869837764
Midland , TX,101,20,9,3,3,3,1,13,4,3,155990,1.025706776,0.605575471,0.74,644,-0.869837764
Cass , MO,72,5,4,1,0,2,1,3,4,0,100978,0.911089544,0.668703689,0.81,339,-0.870544375
Uvalde , TX,26,0,1,0,0,0,0,1,4,0,27214,1.175865363,0.520871928,0.59,137,-0.874784039
Wise , TX,68,2,3,0,0,1,0,1,2,0,61813,1.245692654,0.578048373,0.69,217,-0.874784039
Limestone , TX,22,1,2,0,0,1,0,0,0,0,23421,1.110114854,0.560180727,0.53,101,-0.87549065
Navarro , TX,35,5,2,0,0,0,1,3,1,1,48034,0.999292168,0.561508662,0.65,245,-0.87549065
Henderson , KY,40,5,4,0,0,4,1,3,1,0,46432,1.249138525,0.579925882,0.82,172,-0.876197261
Kenedy , TX,0,0,0,0,0,0,0,0,0,0,412,0,0.462603878,0.4,5,-0.876197261
Calloway , KY,35,1,4,0,0,1,0,1,2,0,38221,1.151199602,0.58240272,0.76,154,-0.876903871
Harrison , KY,20,1,1,0,0,0,1,1,1,0,18643,1.340985893,0.55734516,0.79,69,-0.876903871
Otero , NM,42,8,2,0,1,1,0,6,1,0,64966,0.938952683,0.5982303,0.53,278,-0.877610482
Barbour , WV,11,1,0,1,0,0,1,1,1,0,16708,0.95762509,0.597304303,0.61,73,-0.877610482
Preston , WV,21,5,1,0,0,1,1,2,1,0,33899,0.943980648,0.569562111,0.63,174,-0.879023703
Carter , TN,76,4,1,0,1,1,0,0,1,0,56358,1.490471628,0.594406804,0.78,113,-0.879730314
Cumberland , TN,50,2,1,0,0,2,1,3,2,0,57915,1.05326772,0.623428896,0.8,210,-0.879730314
Kent , DE,79,16,10,1,4,19,2,16,4,0,171773,0.879067141,0.627822367,0.76,745,-0.880436925
Lafayette Parish, LA,105,24,8,3,4,4,2,35,2,1,236047,0.796451554,0.66987654,0.71,864,-0.881143536
Fleming , KY,9,0,0,0,0,0,1,1,1,0,14510,0.827015851,0.554415572,0.79,93,-0.882556757
Lake , CA,27,4,3,0,0,0,0,4,2,0,64156,0.623480267,0.669538585,0.61,279,-0.883263368
Plaquemines Parish, LA,14,0,1,0,0,1,0,5,1,0,23375,0.941176471,0.64660562,0.57,74,-0.883263368
Columbus , NC,44,1,2,1,0,2,1,0,4,0,56938,0.965962977,0.637671629,0.71,201,-0.883969978
Payette , ID,12,0,0,0,0,1,0,0,1,0,22820,0.613496933,0.727436205,0.83,79,-0.884676589
Flagler , FL,37,10,4,1,1,0,0,5,8,0,102561,0.643519466,0.72697099,0.79,330,-0.887503032
Muskegon , MI,126,22,6,0,3,11,7,8,17,3,172300,1.178177597,0.587319458,0.8,653,-0.887503032
Benton , MS,8,0,1,0,0,0,0,0,0,0,8312,1.082771896,0.674201474,0.54,14,-0.887503032
Clark , KY,33,1,2,0,0,3,0,1,3,0,35710,1.204144497,0.5950745,0.79,123,-0.888916253
Solano , CA,139,19,13,1,6,13,2,41,6,1,430791,0.559436014,0.727711902,0.73,1509,-0.889622864
Jefferson Davis Parish, LA,23,1,2,0,0,0,0,4,1,0,31439,0.986036452,0.658263037,0.69,90,-0.889622864
Camden , NC,10,0,0,0,0,0,0,0,0,0,10286,0.972195217,0.625864822,0.78,40,-0.889622864
Parker , TX,94,4,9,0,1,3,0,7,6,0,122565,1.011708073,0.628106357,0.78,445,-0.889622864
Barbour , AL,19,1,1,0,0,0,0,0,1,0,26815,0.820436323,0.665030604,0.63,92,-0.891036085
Elkhart , IN,191,15,9,1,1,12,4,15,7,0,201739,1.264009438,0.544396929,0.79,873,-0.891036085
Porter , IN,92,20,7,1,1,12,3,15,6,0,167308,0.938389079,0.637238479,0.81,640,-0.894569139
Cecil , MD,45,11,3,0,0,3,1,6,3,0,102135,0.704949332,0.684041328,0.73,382,-0.898102192
Jerome , ID,12,2,1,0,0,0,0,0,3,0,22789,0.789854754,0.699288256,0.78,69,-0.899515414
Pontotoc , MS,28,0,2,0,0,1,0,1,1,0,30840,1.070038911,0.666684572,0.74,70,-0.899515414
Newton , GA,57,2,3,0,0,3,0,5,1,0,103839,0.683750807,0.746198588,0.75,248,-0.901635246
St. Landry Parish, LA,51,4,2,0,1,0,0,9,1,0,83803,0.811426799,0.684825862,0.64,248,-0.902341856
Hampshire , WV,14,3,1,1,0,1,0,1,0,0,23441,0.895866217,0.55409154,0.49,125,-0.902341856
Gordon , GA,44,5,2,2,0,0,1,3,0,0,55917,1.019367992,0.666627214,0.77,144,-0.903048467
Muscogee , GA,156,25,7,2,2,5,1,13,3,1,201087,1.069188958,0.584079948,0.72,841,-0.903048467
Owen , IN,12,4,1,0,0,0,0,1,1,0,21034,0.90329942,0.547879525,0.76,126,-0.903048467
Culberson , TX,2,1,0,0,0,0,0,0,0,0,2266,1.3239188,0.499715748,0.5,10,-0.904461688
LaPorte , IN,66,22,8,0,0,14,4,9,4,0,111695,1.137024934,0.545562411,0.76,538,-0.905168299
Bastrop , TX,44,4,5,1,1,1,0,4,3,0,78148,0.806162666,0.613113276,0.73,380,-0.905168299
Camden , NJ,269,19,7,3,11,39,2,66,10,1,510967,0.835670405,0.640425913,0.76,2104,-0.90587491
Terry , TX,14,2,2,0,0,0,0,1,0,0,12773,1.487512722,0.510881543,0.73,48,-0.90587491
Bibb , AL,20,0,1,0,0,0,0,1,1,0,22549,1.020000887,0.656837507,0.58,54,-0.906581521
Clay , FL,102,10,3,0,4,6,1,18,4,0,199876,0.740459085,0.728506241,0.79,512,-0.907288131
Hillsdale , MI,32,8,2,0,0,1,2,3,5,0,45917,1.154256593,0.566681501,0.79,196,-0.907994742
Saline , AR,66,5,6,0,0,1,1,12,2,0,115750,0.803455724,0.708743713,0.77,306,-0.910821185
Livingston , MI,77,10,3,1,8,3,2,20,16,2,185703,0.764661853,0.716611405,0.84,520,-0.911527795
Robertson , TN,62,2,5,0,0,1,1,1,3,0,67983,1.103216981,0.645730988,0.77,175,-0.913647627
Sarpy , NE,72,12,4,1,1,5,3,19,5,1,172291,0.713908446,0.721683828,0.81,493,-0.914354238
Owen , KY,11,0,0,0,0,0,0,0,2,0,10633,1.222608859,0.587924139,0.76,35,-0.917180681
Lumpkin , GA,12,1,2,0,1,0,0,2,0,0,31141,0.57801612,0.707106731,0.79,120,-0.918593902
Saratoga , NY,84,13,11,1,4,10,7,33,13,0,224704,0.783252635,0.644209986,0.82,977,-0.918593902
Victoria , TX,67,7,7,0,3,1,1,11,2,2,91217,1.107249745,0.560241549,0.73,409,-0.918593902
Lamb , TX,19,0,3,0,0,0,0,0,0,0,13585,1.619433198,0.484313958,0.61,46,-0.919300513
Warren , KY,73,9,5,1,1,5,2,12,4,1,120601,0.936973989,0.615103327,0.78,501,-0.920007124
Crawford , AR,41,2,1,0,0,2,0,5,2,0,61670,0.859413005,0.660052571,0.69,203,-0.921420345
Dallas , MO,7,2,1,0,0,0,1,1,1,0,16385,0.793408605,0.656238731,0.69,61,-0.922126956
Hamilton , FL,6,0,2,0,0,1,0,0,1,0,14051,0.711693118,0.679015446,0.5,45,-0.924246788
Rogers , OK,72,1,4,1,0,1,0,3,3,0,89862,0.945894816,0.662389229,0.74,258,-0.924246788
Gates , NC,11,0,0,0,0,0,0,0,0,0,11550,0.952380952,0.628391755,0.78,43,-0.925660009
Marion , AL,29,0,0,0,0,2,0,2,1,0,30246,1.124115586,0.61521684,0.74,92,-0.929193063
Hardin , TX,53,1,3,0,0,3,0,5,2,0,55540,1.206337775,0.601219547,0.7,159,-0.929899673
Jackson , AR,16,1,2,0,0,0,0,1,2,0,17503,1.256927384,0.551180291,0.72,67,-0.931312895
Franklin , VT,24,8,2,0,0,4,0,3,4,0,48618,0.925583117,0.622589532,0.74,189,-0.931312895
Oldham , KY,35,2,1,1,1,1,0,2,5,0,64237,0.747232903,0.683625383,0.82,226,-0.932019506
St. Joseph , IN,190,36,8,1,3,26,4,31,8,1,267679,1.150631914,0.540230334,0.79,1276,-0.934139338
Cochise , AZ,86,11,6,0,0,0,0,8,3,0,127321,0.895374683,0.594200623,0.7,587,-0.93625917
Vinton , OH,6,2,0,0,0,0,0,0,0,0,13197,0.606198378,0.62983871,0.76,71,-0.93696578
Whitfield , GA,75,6,5,0,0,1,2,4,2,0,103596,0.917023823,0.679373104,0.73,261,-0.937672391
Dakota , NE,12,1,1,0,0,1,0,2,3,0,20717,0.965390742,0.59,0.75,92,-0.937672391
Nome Census Area, AK,3,4,2,0,0,0,0,0,0,0,9833,0.915285264,0.539518318,0.5,53,-0.938379002
Iberia Parish, LA,36,2,4,1,0,6,1,7,2,0,74048,0.796780467,0.690063434,0.7,209,-0.938379002
Rio Arriba , NM,24,1,1,0,0,0,1,1,1,0,39686,0.73073628,0.593953236,0.42,194,-0.938379002
Brown , OH,23,0,1,0,0,0,2,0,2,0,44078,0.635237533,0.677449782,0.76,180,-0.939085612
Anderson , KY,19,0,1,0,0,1,0,0,1,0,21886,1.005208809,0.627889998,0.78,74,-0.939792223
Okeechobee , FL,21,4,1,0,1,1,1,1,0,1,39114,0.792555095,0.642376857,0.67,153,-0.940498834
Perry , AR,7,0,1,0,0,0,0,0,0,0,10239,0.781326301,0.678848474,0.59,30,-0.941205445
Randolph , AL,21,1,1,0,0,0,0,0,1,0,22486,1.067330784,0.638893998,0.64,56,-0.942618666
Ward , ND,47,15,5,0,1,3,1,6,3,0,69536,1.164864243,0.524101432,0.77,347,-0.942618666
Limestone , AL,70,3,2,0,0,1,0,6,1,0,90612,0.915993467,0.710316984,0.77,166,-0.944031887
Newton , IN,13,2,1,0,0,0,0,2,1,0,14072,1.350198977,0.512509065,0.79,61,-0.944031887
Shannon , MO,5,0,0,0,0,0,0,0,0,0,8307,0.60190201,0.683577115,0.59,31,-0.944031887
St. Helena Parish, LA,8,0,1,0,0,0,0,0,0,0,10629,0.846740051,0.718507697,0.49,15,-0.946151719
Carter , MO,5,0,0,0,0,0,0,0,0,0,6265,0.798084597,0.619521912,0.55,26,-0.946151719
Ward , TX,11,2,0,0,0,0,0,0,1,0,11613,1.205545509,0.526956804,0.67,52,-0.947564941
Butler , MO,33,8,0,0,1,0,1,3,1,0,42887,1.095903187,0.562985433,0.62,175,-0.948271551
Cherokee , TX,42,2,3,1,0,0,0,2,0,0,51052,0.97939356,0.595231065,0.61,199,-0.948271551
Pershing , NV,2,0,1,0,0,0,0,0,0,0,6695,0.448095594,0.753298681,0.59,19,-0.949684773
Bryan , GA,23,2,2,0,0,0,0,2,1,0,33921,0.884407889,0.689437811,0.78,84,-0.950391384
Love , OK,11,0,0,0,0,0,0,0,0,0,9767,1.126241425,0.589534489,0.57,31,-0.950391384
White Pine , NV,1,0,1,0,0,0,1,0,0,0,9978,0.300661455,0.712170736,0.56,45,-0.951804605
Cumberland , NJ,112,9,6,1,1,12,1,16,1,0,157099,1.01210065,0.596790036,0.74,617,-0.953217826
Elko , NV,16,0,4,0,1,3,1,4,0,0,52731,0.549961123,0.718794964,0.63,168,-0.953924437
St. Charles , MO,145,18,5,1,3,13,8,41,15,3,379952,0.663241673,0.723638574,0.82,1089,-0.954631048
Buchanan , VA,14,1,1,0,0,2,0,2,1,0,23177,0.906070674,0.582171525,0.81,115,-0.954631048
Bernalillo , NM,268,50,39,8,25,44,3,59,9,1,675647,0.748911784,0.631023353,0.73,2996,-0.95675088
Bingham , ID,6,3,1,2,0,1,2,4,0,0,45204,0.420316786,0.783045721,0.8,120,-0.95745749
Moore , TX,25,3,1,0,0,1,0,0,0,0,22293,1.345713901,0.528968591,0.67,81,-0.959577323
Nicholas , WV,25,2,1,0,0,1,0,1,2,0,25733,1.243539424,0.529610217,0.77,112,-0.959577323
Hale , TX,41,3,3,0,1,0,0,5,1,0,34602,1.560603433,0.444611831,0.69,158,-0.960283933
Clinton , NY,41,12,1,1,0,7,2,7,3,0,81702,0.905730582,0.59966355,0.78,363,-0.961697155
Clay , AL,12,0,1,0,0,0,0,0,0,0,13538,0.960260009,0.636823036,0.7,42,-0.963110376
Barrow , GA,44,2,2,0,0,2,0,4,2,0,73190,0.765131849,0.718002052,0.75,167,-0.963110376
Monroe , MI,83,9,5,1,0,9,5,11,18,0,149945,0.940344793,0.635017346,0.82,522,-0.965230208
Bartow , GA,60,2,3,0,0,1,0,7,3,0,101795,0.746598556,0.715338968,0.78,253,-0.965936819
Ellis , TX,122,8,10,1,0,0,2,13,4,0,159365,1.003984564,0.60753032,0.76,586,-0.96664343
Genesee , MI,265,33,13,2,2,34,12,24,15,1,412934,0.971099498,0.60329753,0.82,1678,-0.96735004
Aransas , TX,11,3,2,0,0,0,0,2,2,0,24933,0.802149761,0.607441919,0.71,115,-0.968763262
Union , NC,132,3,3,0,1,1,1,22,8,0,218337,0.783192954,0.695256479,0.81,614,-0.970176483
Orange , TX,74,4,2,0,1,2,0,7,1,0,83519,1.089572433,0.606442382,0.7,260,-0.970176483
Prince George , VA,25,1,0,0,2,0,0,1,2,0,37563,0.825280196,0.724424379,0.8,70,-0.972296315
Polk , TN,23,1,1,0,0,0,0,0,1,0,16711,1.555861409,0.527879422,0.77,45,-0.973002926
Warrick , IN,43,5,3,1,0,4,0,7,3,0,61267,1.077252028,0.568009445,0.84,267,-0.973709536
Delaware , OK,27,4,2,1,0,0,0,2,2,0,41448,0.916811426,0.608239956,0.48,145,-0.973709536
Decatur , TN,9,1,0,0,0,0,0,1,1,0,11730,1.023017903,0.56185567,0.75,54,-0.973709536
Greene , TN,59,5,0,0,2,1,1,1,6,0,68413,1.09628287,0.579922311,0.78,263,-0.975122758
Grady , GA,22,0,1,0,0,0,0,2,1,0,25308,1.027343133,0.628957762,0.75,75,-0.976535979
Hockley , TX,32,0,1,0,0,0,0,1,1,0,23599,1.483113691,0.529071492,0.68,67,-0.976535979
Stafford , VA,65,6,2,1,2,1,0,10,0,0,140047,0.621220019,0.72603183,0.79,398,-0.976535979
Wichita , TX,98,20,8,1,2,7,1,8,2,2,132955,1.120679929,0.55251283,0.77,577,-0.97724259
Marion , GA,3,0,1,0,0,0,0,0,0,0,8772,0.455996352,0.733287069,0.52,26,-0.978655811
Monroe , IN,87,15,6,2,5,9,1,12,2,0,143571,0.968162094,0.549882764,0.75,737,-0.980775643
Nelson , KY,32,1,1,0,1,2,1,6,5,0,44800,1.09375,0.607022371,0.82,146,-0.981482254
Hidalgo , NM,2,0,0,0,0,0,0,0,0,0,4547,0.439850451,0.604498594,0.55,28,-0.982188865
Houston , TN,9,0,0,0,0,1,0,0,0,0,8258,1.210946961,0.55797235,0.79,31,-0.982188865
Brooke , WV,20,5,1,0,0,3,2,0,1,0,23529,1.3600238,0.520901042,0.73,88,-0.982188865
Bracken , KY,11,0,0,0,0,1,0,0,0,0,8388,1.430615165,0.525613921,0.83,29,-0.983602086
Grundy , TN,12,0,1,0,0,0,0,1,0,0,13444,1.041356739,0.589454647,0.75,51,-0.983602086
Cumberland , VA,6,0,0,0,0,0,0,0,0,0,9839,0.609818071,0.728216965,0.81,28,-0.983602086
Wise , VA,32,0,0,0,0,1,0,1,3,0,39952,0.926111334,0.618533773,0.77,149,-0.985015308
Crawford , GA,6,0,2,0,0,0,0,0,0,0,12472,0.641436818,0.737924094,0.6,25,-0.98713514
Jackson , MI,81,13,6,1,1,12,4,14,15,0,159624,0.920914148,0.610385501,0.81,638,-0.991374804
Luna , NM,13,3,1,0,0,0,0,2,1,0,24586,0.813471081,0.594577454,0.66,113,-0.996321079
Geneva , AL,24,0,0,0,0,0,0,0,1,0,26707,0.936084173,0.672223541,0.73,60,-0.997027689
Hendricks , IN,87,11,7,0,5,2,1,15,6,1,156083,0.864924431,0.656099866,0.85,507,-0.997027689
Acadia Parish, LA,41,3,3,0,0,0,0,6,1,0,62498,0.864027649,0.678508217,0.71,152,-0.997027689
Kalkaska , MI,11,1,0,0,0,2,0,0,3,0,17378,0.97824836,0.585839334,0.53,64,-0.997027689
Montgomery , AR,4,0,1,0,0,0,0,0,0,0,9089,0.550115524,0.628624192,0.51,44,-0.9977343
Union , FL,6,0,1,0,0,0,0,0,0,0,15168,0.46149789,0.737453849,0.58,43,-0.999854132
Elmore , ID,9,2,2,0,0,0,1,2,0,0,26262,0.609245297,0.681222336,0.74,98,-1.000560743
Benson , ND,6,0,0,0,0,0,0,0,0,0,6854,0.875401226,0.489946381,0.57,45,-1.000560743
Lake , IN,305,55,17,2,4,53,11,32,9,1,490574,0.996791514,0.593323864,0.76,1889,-1.001267354
Jefferson , NY,61,24,6,1,3,7,3,2,12,1,118964,1.008708517,0.558487261,0.72,539,-1.002680575
Braxton , WV,12,1,0,0,0,0,1,1,0,0,14447,1.038277843,0.54995994,0.58,62,-1.003387186
Craig , VA,2,0,0,0,0,0,0,0,0,0,5240,0.381679389,0.691828794,0.62,23,-1.004800407
Assumption Parish, LA,12,0,1,0,0,0,0,1,1,0,23020,0.651607298,0.706835573,0.58,58,-1.009746682
Duchesne , UT,4,0,1,0,0,0,0,4,0,0,20319,0.442935184,0.725793606,0,40,-1.009746682
Lincoln , TN,25,1,2,0,0,1,0,3,0,0,33589,0.952692846,0.643858883,0.78,96,-1.011159903
Pickett , TN,4,0,1,0,0,0,0,0,0,0,5084,0.983477577,0.591226802,0.77,20,-1.011159903
