county,state,Religious2014,Civic2014,Business2014,Political2014,Professional2014,Labor2014,Bowling2014,Recreational2014,Golf2014,Sports2014,pop2014,assn2014,pvote2012,respn2010,nccs2014,sk2014
Black Hawk , IA,107,21,4,2,2,15,2,17,4,1,133121,1.31459349,0.740310719,0.79,692,0.1123511
La Plata , CO,33,6,6,0,0,1,0,9,3,0,53850,1.077065924,0.702974828,0.59,372,0.110937879
West Carroll Parish, LA,22,1,2,0,0,0,0,1,0,0,11518,2.257336343,0.595833879,0.66,40,0.110937879
Morgan , MO,26,2,1,0,0,0,1,1,2,0,20212,1.632693449,0.67684637,0.62,95,0.110231268
Yellowstone , MT,107,23,7,1,2,14,4,29,9,2,155588,1.272591717,0.719821318,0.79,917,0.110231268
Kanawha , WV,190,30,32,9,14,41,3,23,2,1,190151,1.814347545,0.557438879,0.72,1294,0.109524658
Franklin , ME,19,3,3,0,0,0,1,2,3,0,30206,1.026286168,0.685731132,0.47,221,0.107404826
Lane , OR,209,30,24,8,11,27,6,38,13,1,358506,1.023692769,0.799532889,0.77,1872,0.106698215
Howard , MD,158,8,20,4,25,6,2,46,5,2,308705,0.894057433,0.817827342,0.81,1707,0.104578383
Lander , NV,4,0,2,0,0,0,0,0,0,0,5987,1.002171371,0.782153179,0.58,32,0.103871772
St. Louis city, MO,249,33,14,4,7,75,3,37,3,2,317222,1.346060488,0.616736096,0.69,2445,0.100338719
Howard , MO,10,1,0,0,1,0,0,0,0,0,10141,1.183315255,0.617169668,0.66,86,0.099632108
Calhoun , SC,19,0,1,0,0,0,0,1,1,0,14868,1.47968792,0.757860114,0.75,56,0.099632108
Carroll , AR,32,2,2,0,0,0,0,1,1,0,27722,1.370752471,0.737204083,0.65,128,0.098925497
Colonial Heights city, VA,20,2,1,0,0,1,1,3,0,0,17575,1.593172119,0.696157572,0.79,83,0.098218886
Lee , IL,30,6,2,0,0,5,0,3,2,0,34886,1.375910107,0.700499016,0.83,203,0.096805665
Jackson , OR,112,19,13,3,4,13,2,24,5,0,210151,0.927904221,0.809270276,0.75,1133,0.096805665
James City , VA,45,2,4,2,1,1,3,16,7,0,72142,1.122785617,0.77427107,0.81,385,0.096805665
Santa Fe , NM,74,17,12,2,7,4,1,18,4,0,147977,0.939335167,0.696111547,0.68,1165,0.094685833
Crockett , TX,5,1,1,0,0,0,0,0,1,0,3781,2.11584237,0.563636364,0.47,17,0.094685833
Ware , GA,45,2,2,0,0,3,0,4,0,0,35515,1.576798536,0.704615203,0.73,158,0.092566001
Boyle , KY,33,3,2,0,2,2,1,5,2,0,29788,1.678528266,0.615602766,0.81,185,0.092566001
Cedar , MO,14,1,2,0,0,0,1,0,1,0,13933,1.363668987,0.715384615,0.63,71,0.092566001
Jackson , IA,14,3,3,0,0,0,2,1,5,0,19460,1.438848921,0.666840289,0.83,122,0.09185939
Bennett , SD,5,0,0,0,0,0,1,0,0,0,3432,1.748251748,0.538737125,0.76,26,0.09185939
Harrisonburg city, VA,52,10,4,0,2,1,1,5,1,0,52258,1.454322783,0.635126879,0.7,349,0.09185939
Johnson , IL,15,0,1,0,0,2,0,1,1,0,12783,1.564577955,0.694077337,0.74,61,0.090446169
Miller , GA,7,0,2,0,0,0,1,0,0,0,5923,1.688333615,0.719284603,0.75,21,0.089739558
Mountrail , ND,12,2,0,0,0,0,0,2,2,0,9749,1.846343215,0.562449507,0.5,58,0.088326337
Cleburne , AR,31,2,2,1,0,0,1,1,4,0,25664,1.636533666,0.685682327,0.67,114,0.087619726
Mecklenburg , VA,31,2,5,0,0,0,0,2,4,0,31112,1.414245307,0.678655023,0.73,183,0.086913115
Lenoir , NC,77,5,2,0,0,0,0,6,2,0,58399,1.575369441,0.699927729,0.75,267,0.086206505
Bonner , ID,25,3,3,0,2,0,1,6,2,0,41533,1.011244071,0.720908525,0.6,278,0.085499894
Linn , IA,142,27,12,3,1,28,5,30,8,4,217819,1.19365161,0.766969044,0.81,1105,0.084793283
Scott , IL,6,0,0,0,0,0,0,0,1,0,5166,1.35501355,0.623474866,0.76,39,0.084086673
Fairfield , SC,29,0,1,0,0,0,0,0,0,0,22890,1.31061599,0.761767531,0.75,102,0.083380062
Coles , IL,51,8,3,0,0,3,3,5,6,0,52697,1.499136573,0.664964663,0.78,308,0.082673451
Mifflin , PA,63,11,1,0,0,2,1,3,1,0,46535,1.762114537,0.669707507,0.8,205,0.082673451
Charles City , VA,10,0,0,0,0,0,0,0,0,0,7024,1.423690205,0.779661017,0.81,25,0.081966841
Emporia city, VA,11,0,2,0,0,0,0,1,0,0,5592,2.503576538,0.687579699,0.74,0,0.081966841
Washington , MD,129,24,6,1,1,6,4,15,2,1,149423,1.264865516,0.725217073,0.75,830,0.08126023
Morton , ND,21,6,3,0,1,7,2,4,0,0,29833,1.474876814,0.649702578,0.82,191,0.080553619
Bleckley , GA,13,0,3,0,0,0,0,0,2,0,12794,1.406909489,0.769001724,0.63,45,0.079140398
Perry , PA,56,12,1,0,0,0,0,5,0,0,45523,1.625551919,0.702073775,0.77,194,0.079140398
Robertson , TX,15,3,2,0,0,1,0,3,2,0,16448,1.5807393,0.631127663,0.57,95,0.078433787
Calhoun , MS,17,1,3,0,1,0,0,0,1,0,14745,1.559850797,0.697867299,0.63,65,0.077727176
Dade , MO,11,0,1,0,0,0,0,0,0,0,7615,1.575837163,0.661572423,0.66,40,0.077727176
Nowata , OK,11,2,1,0,0,0,0,0,1,0,10498,1.428843589,0.645754119,0.7,68,0.077727176
Morrow , OR,5,2,2,0,0,0,0,0,1,0,11156,0.89637863,0.78678557,0.72,66,0.077020566
Stanly , NC,84,2,1,0,1,1,1,11,2,0,60629,1.698856983,0.710482694,0.77,222,0.075607344
Clay , SD,18,2,0,0,0,0,0,1,0,0,13991,1.500964906,0.57560761,0.82,112,0.074900734
Haskell , TX,10,0,2,0,0,0,0,1,0,0,5767,2.254204959,0.55090312,0.65,25,0.074900734
McCracken , KY,79,10,4,1,0,17,0,6,2,0,65300,1.822358346,0.617291684,0.79,344,0.072780901
Warren , NY,42,9,7,0,3,2,1,12,7,0,64954,1.277827386,0.644583433,0.67,467,0.07136768
Muskingum , OH,72,15,6,1,1,12,1,5,8,0,85946,1.40786075,0.68724867,0.79,493,0.070661069
Newport , RI,51,22,6,2,1,6,0,10,7,1,82448,1.28565884,0.671214931,0.75,550,0.069954459
Orangeburg , SC,110,5,3,0,1,2,0,5,4,0,89924,1.445665228,0.711151133,0.7,430,0.069954459
Montour , PA,16,7,2,0,0,2,1,3,2,0,18609,1.773335483,0.579301672,0.81,120,0.069247848
Stephenson , IL,46,7,4,0,0,2,2,9,4,0,46352,1.596479116,0.63175108,0.83,285,0.067834627
Columbia , NY,42,4,2,1,0,1,0,6,5,0,61979,0.984204327,0.672336988,0.67,498,0.067834627
Cochran , TX,5,0,1,0,0,0,0,0,1,0,2923,2.394799863,0.505512679,0.72,14,0.067834627
Calhoun , IL,3,0,1,0,0,0,0,1,0,0,4963,1.007455168,0.700190269,0.58,35,0.065714795
Lincoln Parish, LA,54,4,2,0,0,1,0,4,2,0,47429,1.412637838,0.678200321,0.63,264,0.064301573
Cass , NE,23,2,2,0,0,1,0,1,3,0,25496,1.255098839,0.714411402,0.83,151,0.063594962
St. Croix , WI,58,6,5,0,0,3,4,13,12,0,86900,1.162255466,0.829311613,0.85,322,0.063594962
Sharp , AR,21,4,1,0,0,0,1,1,0,0,16923,1.654552975,0.649513957,0.62,84,0.062888352
Caroline , MD,28,4,3,0,0,0,0,2,1,0,32525,1.168332052,0.741756124,0.76,181,0.06076852
Moultrie , IL,18,1,2,0,0,0,0,0,2,0,14892,1.544453398,0.698454797,0.79,70,0.060061909
New Kent , VA,15,1,2,0,0,0,0,1,4,0,19999,1.150057503,0.813804889,0.72,77,0.059355298
Mahoning , OH,203,26,7,2,2,35,7,21,12,1,233298,1.354490823,0.713256781,0.79,1242,0.058648688
Noble , OK,14,1,1,0,0,0,0,0,1,0,11519,1.475822554,0.702731411,0.62,53,0.058648688
McLean , KY,17,1,0,0,0,0,0,0,1,0,9451,2.010369273,0.626865672,0.76,37,0.057942077
Hayes , NE,1,0,0,0,0,0,0,0,0,0,932,1.072961373,0.706422018,0.54,6,0.057942077
Buncombe , NC,239,21,12,2,2,10,2,34,6,2,250297,1.318433701,0.681808959,0.76,1551,0.057942077
Whiteside , IL,63,5,5,0,2,1,2,1,6,0,57084,1.489033705,0.675155898,0.84,321,0.056528856
Montague , TX,25,1,4,0,0,0,0,1,2,0,19428,1.69857937,0.601972662,0.74,118,0.055822245
Hamilton , OH,506,80,40,8,18,62,12,110,27,3,806332,1.073999296,0.742155346,0.77,4863,0.055115634
Runnels , TX,16,0,2,0,0,0,0,0,2,0,10406,1.921968095,0.547380988,0.76,65,0.053702413
Macon , MO,14,1,1,0,0,1,0,3,1,0,15469,1.357553817,0.671732808,0.76,96,0.052995802
Florence , WI,3,0,0,0,0,0,0,0,1,0,4461,0.896659942,0.79305136,0.82,26,0.052995802
Blackford , IN,17,4,1,0,0,1,1,1,1,0,12401,2.096605112,0.533101045,0.83,72,0.05087597
Choctaw , OK,19,0,1,0,0,0,0,0,1,0,15143,1.38677937,0.530749083,0.52,135,0.05087597
Chittenden , VT,87,20,23,11,6,11,2,28,12,1,160743,1.250443254,0.624367168,0.79,1276,0.050169359
Hardin , OH,32,6,1,0,0,1,1,2,0,0,31791,1.352584065,0.674888865,0.79,197,0.049462749
Greene , IL,17,2,1,0,0,0,0,0,2,0,13296,1.654632972,0.623419827,0.73,76,0.046636306
Carver , MN,52,12,6,0,1,0,3,19,11,0,97396,1.067805659,0.832596207,0.86,393,0.045929695
Amite , MS,20,0,1,0,0,0,0,1,0,0,12612,1.744370441,0.711542013,0.59,36,0.045223084
Washington , OH,55,10,3,1,0,5,1,5,1,0,61172,1.324135225,0.68746213,0.72,359,0.043809863
Cleveland , NC,164,3,1,0,0,1,0,6,5,0,97007,1.855536198,0.681864665,0.77,324,0.043103252
Houghton , MI,31,4,1,0,0,5,2,3,3,0,36491,1.342796854,0.630653681,0.67,256,0.041690031
Dorchester , MD,21,7,2,0,0,1,1,2,0,0,32527,1.045285455,0.771072987,0.71,172,0.04098342
Amherst , VA,47,0,1,0,0,0,0,1,2,0,32062,1.590668081,0.73389548,0.8,113,0.04098342
Lewis , WA,55,9,5,0,0,1,0,4,3,0,75224,1.023609486,0.768713166,0.74,415,0.04098342
Taos , NM,23,3,4,0,0,1,0,4,1,0,33041,1.089555401,0.618084378,0.42,268,0.04027681
Jackson , MO,488,59,45,4,16,67,8,60,18,3,683683,1.123327624,0.66563197,0.76,5122,0.039570199
Knox , IL,43,3,2,0,1,9,2,2,6,0,51977,1.308270966,0.696591555,0.8,305,0.038863588
Story , IA,70,17,18,0,1,1,1,15,5,1,95456,1.351407979,0.692862706,0.82,551,0.038156977
Hunterdon , NJ,80,4,3,0,2,9,0,25,8,0,125810,1.041252683,0.732942395,0.82,808,0.037450367
Johnson , GA,13,0,1,0,0,0,0,0,0,0,9707,1.442258164,0.759259259,0.57,31,0.036037145
Lewis , NY,27,7,2,0,0,3,3,3,3,0,27172,1.766524363,0.599783389,0.69,151,0.036037145
Otsego , NY,45,8,5,1,0,2,2,5,6,1,60948,1.230557196,0.648932738,0.65,432,0.036037145
Beckham , OK,35,1,2,0,0,0,0,3,2,0,23733,1.8118232,0.626640123,0.65,109,0.034623924
Calaveras , CA,21,3,3,0,1,0,0,4,4,0,44575,0.807627594,0.750878886,0.58,298,0.031797481
Latah , ID,27,8,3,0,0,0,0,4,0,0,38585,1.088505896,0.674782679,0.8,289,0.031797481
Logan , OH,42,8,4,0,0,2,2,2,2,0,45509,1.362367883,0.691587868,0.77,255,0.031797481
Paulding , OH,19,3,1,0,0,0,0,0,1,0,18996,1.263423879,0.69599695,0.79,115,0.031797481
Adams , MS,33,4,3,0,0,2,1,2,1,0,31935,1.440425865,0.69883279,0.69,155,0.03038426
Gogebic , MI,15,4,1,0,0,2,0,2,1,0,15678,1.594591147,0.565668633,0.65,112,0.029677649
Warren , NC,26,0,1,0,0,0,0,1,1,0,20224,1.433939873,0.7401311,0.67,78,0.028971038
King William , VA,13,1,1,0,0,1,0,1,1,0,16159,1.113930317,0.79478044,0.8,72,0.024731374
Martin , NC,30,0,1,0,0,0,2,1,1,0,23448,1.49266462,0.701136049,0.77,109,0.022611542
Pulaski , GA,11,1,2,0,1,0,0,0,1,0,11478,1.393971075,0.707260853,0.45,50,0.021904932
San Luis Obispo , CA,126,30,22,0,6,9,3,38,13,0,279116,0.884936729,0.792153995,0.75,1559,0.021198321
Elbert , GA,20,1,3,0,0,0,0,1,1,0,19413,1.339308711,0.728223931,0.77,93,0.021198321
Cheboygan , MI,17,5,4,0,0,2,2,1,6,0,25685,1.440529492,0.62957007,0.6,161,0.02049171
Chautauqua , NY,122,50,5,0,1,12,4,12,16,2,131773,1.699892998,0.609659596,0.74,748,0.019785099
Newberry , SC,45,1,3,0,0,0,0,1,2,0,37807,1.375406671,0.728979046,0.75,171,0.017665267
Forest , WI,8,1,1,0,0,0,0,0,1,0,9131,1.204687329,0.731968504,0.82,50,0.016958657
San Francisco , CA,266,164,42,23,51,58,2,133,9,3,852537,0.880900184,0.722263436,0.72,6124,0.016252046
Snyder , PA,43,7,1,0,0,1,1,5,2,0,40255,1.490498075,0.695406295,0.8,194,0.016252046
Pike , GA,19,0,3,0,0,0,0,1,1,0,17760,1.351351351,0.762841016,0.75,68,0.015545435
Cumberland , PA,197,43,25,0,19,9,4,27,6,0,243533,1.355052498,0.70049433,0.83,1328,0.014838825
Young , TX,19,2,2,0,0,0,1,1,1,0,18340,1.417666303,0.634243606,0.75,120,0.014132214
De Soto Parish, LA,32,1,2,0,1,1,0,3,1,0,27011,1.517900115,0.719063361,0.59,99,0.012718992
Austin , TX,23,2,4,0,0,0,0,4,3,0,28994,1.241636201,0.646986948,0.68,203,0.012718992
La Salle Parish, LA,20,1,0,0,0,0,0,1,1,0,14871,1.546634389,0.747072866,0.58,42,0.012012382
Jefferson , AR,74,8,1,0,1,13,1,1,2,0,72377,1.395470937,0.682527418,0.68,387,0.011305771
Crittenden , KY,16,1,1,0,0,0,0,0,1,0,9192,2.067014795,0.602752581,0.81,37,0.011305771
Rio Blanco , CO,6,0,1,0,0,1,0,0,0,0,6681,1.197425535,0.713317806,0.56,36,0.00989255
Evans , GA,13,0,2,1,0,0,0,0,0,0,10864,1.47275405,0.729226361,0.52,38,0.00989255
Washita , OK,19,0,1,0,0,0,0,0,0,0,11570,1.72860847,0.660039761,0.6,46,0.009185939
Radford city, VA,20,0,0,0,2,0,0,3,0,0,17390,1.437607821,0.648061457,0.7,104,0.009185939
Middlesex , CT,91,15,9,2,4,11,2,22,10,0,164757,1.007544444,0.744114372,0.8,1007,0.007066107
Dare , NC,39,4,3,1,0,0,0,2,4,0,35083,1.51070319,0.635595318,0.78,212,0.006359496
Nassau , FL,52,6,6,0,3,6,1,6,5,0,76597,1.109704035,0.785319821,0.7,336,0.005652886
Lewis , MO,11,0,0,0,0,0,0,2,1,0,10126,1.382579498,0.642588977,0.73,65,0.002826443
Prairie , AR,11,0,1,0,0,0,0,0,1,0,8315,1.563439567,0.700490633,0.55,31,0.002119832
Hopewell city, VA,27,3,1,0,2,5,1,3,0,0,22137,1.897276054,0.641269616,0.74,84,0.002119832
Columbia , OR,26,4,1,0,0,2,1,2,0,0,49488,0.727449079,0.821887156,0.79,280,0.001413221
Lawrence , PA,101,23,3,0,2,11,3,9,5,0,88514,1.773730709,0.632581957,0.82,425,0.001413221
Brown , WI,123,14,7,1,0,21,8,34,10,2,256588,0.857405646,0.851049223,0.87,1142,0.001413221
Madison , VA,13,0,1,0,0,0,0,1,0,0,13121,1.143205548,0.729458476,0.76,74,0.000706611
Santa Barbara , CA,184,43,27,2,9,15,2,54,14,1,441228,0.795507085,0.800611783,0.74,2514,-0.000706611
Litchfield , CT,112,17,6,3,10,8,3,19,14,0,184910,1.038342978,0.72545249,0.76,1160,-0.000706611
Mason , MI,25,5,2,0,0,6,3,1,3,1,28786,1.597999027,0.646881644,0.68,146,-0.001413221
Camden , MO,34,4,6,0,0,0,0,8,5,0,44053,1.293895989,0.715286832,0.4,196,-0.001413221
Ellis , KS,23,5,4,0,0,0,1,3,2,0,29006,1.310073778,0.64112528,0.81,202,-0.002119832
Howard , AR,15,1,2,1,0,0,0,1,1,0,13460,1.560178306,0.679975617,0.6,58,-0.002826443
Macon , IL,121,14,3,1,3,22,2,9,2,0,108381,1.633127578,0.641710739,0.79,566,-0.004239664
Wyoming , NY,39,8,3,0,0,2,3,3,10,0,41179,1.651327133,0.653792275,0.83,202,-0.006359496
Peoria , IL,147,26,15,3,5,28,2,13,7,2,187185,1.324892486,0.675962724,0.79,1121,-0.007066107
Union , PA,44,10,1,0,1,0,1,5,1,0,44908,1.402868086,0.679248434,0.78,246,-0.008479328
Westmoreland , PA,252,137,12,1,4,23,6,41,37,2,359353,1.433131211,0.712469434,0.84,1671,-0.008479328
Harrison , WV,77,15,2,0,0,12,1,7,6,0,68836,1.743273868,0.590543714,0.68,387,-0.008479328
Osceola , MI,25,3,1,0,0,3,0,1,4,0,23144,1.598686485,0.605015305,0.61,136,-0.00989255
Sonoma , CA,174,34,32,3,6,14,3,63,19,1,499674,0.698455393,0.831715422,0.75,2709,-0.011305771
Sumner , KS,34,4,2,0,1,0,3,0,0,0,23498,1.872499787,0.582043935,0.75,124,-0.011305771
Clackamas , OR,215,20,24,9,8,18,4,44,18,0,394504,0.912538276,0.825188175,0.78,1783,-0.012012382
Hutchinson , TX,32,2,2,0,0,1,1,3,2,0,21815,1.971120788,0.574201492,0.66,104,-0.012012382
Sullivan , TN,177,14,9,0,1,6,2,23,5,0,156803,1.511450674,0.670582044,0.79,801,-0.014132214
Ripley , IN,30,7,3,0,0,1,2,4,2,0,28548,1.716407454,0.524323292,0.81,216,-0.014838825
Southampton , VA,24,0,1,0,0,2,0,0,1,0,18267,1.532818744,0.737873357,0.82,63,-0.014838825
