county,state,Obama_08,McCain_08
Vinton,Ohio,"2,405","2,962"
Warren,Ohio,"32,372","69,741"
Washington,Ohio,"12,082","16,638"
Wayne,Ohio,"21,144","28,730"
Williams,Ohio,"7,892","9,618"
Wood,Ohio,"32,956","28,819"
Wyandot,Ohio,"4,362","6,190"
Adair,Oklahoma,"2,049","4,636"
Alfalfa,Oklahoma,411,"2,023"
Atoka,Oklahoma,"1,370","3,509"
Beaver,Oklahoma,265,"2,197"
Beckham,Oklahoma,"1,625","5,769"
Blaine,Oklahoma,"1,011","3,100"
Bryan,Oklahoma,"4,423","9,295"
Caddo,Oklahoma,"3,395","6,401"
Canadian,Oklahoma,"11,422","36,411"
Carter,Oklahoma,"5,603","13,241"
Cherokee,Oklahoma,"7,193","9,182"
Choctaw,Oklahoma,"1,859","3,729"
Cimarron,Oklahoma,152,"1,119"
Cleveland,Oklahoma,"39,673","64,730"
Coal,Oklahoma,570,"1,609"
Comanche,Oklahoma,"14,120","20,127"
Cotton,Oklahoma,690,"1,793"
Craig,Oklahoma,"2,072","3,858"
Creek,Oklahoma,"8,318","20,181"
Custer,Oklahoma,"2,660","7,842"
Delaware,Oklahoma,"5,084","10,274"
Dewey,Oklahoma,346,"1,857"
Ellis,Oklahoma,282,"1,627"
Garfield,Oklahoma,"5,545","17,066"
Garvin,Oklahoma,"3,028","7,708"
Grady,Oklahoma,"5,516","15,187"
Grant,Oklahoma,514,"1,836"
Greer,Oklahoma,566,"1,548"
Harmon,Oklahoma,333,757
Harper,Oklahoma,221,"1,342"
Haskell,Oklahoma,"1,474","3,206"
Hughes,Oklahoma,"1,705","3,132"
Jackson,Oklahoma,"2,263","6,716"
Jefferson,Oklahoma,805,"1,649"
Johnston,Oklahoma,"1,246","2,707"
Kay,Oklahoma,"5,462","13,229"
Kingfisher,Oklahoma,"1,009","5,372"
Kiowa,Oklahoma,"1,226","2,536"
Latimer,Oklahoma,"1,313","2,857"
LeFlore,Oklahoma,"5,136","11,603"
Lincoln,Oklahoma,"3,503","10,468"
Logan,Oklahoma,"5,716","12,555"
Love,Oklahoma,"1,257","2,589"
Major,Oklahoma,515,"2,955"
Marshall,Oklahoma,"1,642","3,729"
Mayes,Oklahoma,"5,749","10,231"
McClain,Oklahoma,"3,550","11,184"
McCurtain,Oklahoma,"2,792","7,744"
McIntosh,Oklahoma,"3,318","4,903"
Murray,Oklahoma,"1,592","3,746"
Muskogee,Oklahoma,"11,286","15,276"
Noble,Oklahoma,"1,174","3,881"
Nowata,Oklahoma,"1,411","3,029"
Okfuskee,Oklahoma,"1,478","2,642"
Oklahoma,Oklahoma,"116,133","163,099"
Okmulgee,Oklahoma,"6,187","8,724"
Osage,Oklahoma,"7,493","12,150"
Ottawa,Oklahoma,"4,266","6,904"
Pawnee,Oklahoma,"2,063","4,533"
Payne,Oklahoma,"10,601","18,435"
Pittsburg,Oklahoma,"5,454","11,739"
Pontotoc,Oklahoma,"4,511","9,749"
Pottawatomie,Oklahoma,"7,906","17,728"
Pushmataha,Oklahoma,"1,265","3,208"
RogerMills,Oklahoma,286,"1,502"
Rogers,Oklahoma,"10,770","27,732"
Seminole,Oklahoma,"2,977","5,599"
Sequoyah,Oklahoma,"4,454","9,465"
Stephens,Oklahoma,"4,538","14,392"
Texas,Oklahoma,923,"5,332"
Tillman,Oklahoma,"1,042","2,195"
Tulsa,Oklahoma,"96,106","158,322"
Wagoner,Oklahoma,"8,805","21,426"
Washington,Oklahoma,"6,308","16,457"
Washita,Oklahoma,"1,050","3,716"
Woods,Oklahoma,870,"3,043"
Woodward,Oklahoma,"1,348","6,402"
Baker,Oregon,"2,795","5,643"
Benton,Oregon,"29,421","15,036"
Clackamas,Oregon,"95,237","76,161"
Clatsop,Oregon,"10,579","7,113"
Columbia,Oregon,"13,253","10,351"
Coos,Oregon,"14,270","15,236"
Crook,Oregon,"3,623","6,348"
Curry,Oregon,"5,216","6,626"
Deschutes,Oregon,"38,612","38,918"
Douglas,Oregon,"19,153","28,635"
Gilliam,Oregon,429,642
Grant,Oregon,980,"2,670"
Harney,Oregon,946,"2,592"
HoodRiver,Oregon,"6,229","3,240"
Jackson,Oregon,"47,664","47,806"
Jefferson,Oregon,"3,648","4,360"
Josephine,Oregon,"17,338","22,926"
Klamath,Oregon,"9,115","18,682"
Lake,Oregon,954,"2,631"
Lane,Oregon,"104,010","58,149"
Lincoln,Oregon,"13,991","8,649"
Linn,Oregon,"21,702","27,576"
Malheur,Oregon,"2,922","7,099"
Marion,Oregon,"55,610","53,174"
Morrow,Oregon,"1,398","2,501"
Multnomah,Oregon,"264,741","71,084"
Polk,Oregon,"17,046","17,272"
Sherman,Oregon,382,632
Tillamook,Oregon,"7,018","5,732"
Umatilla,Oregon,"9,400","15,126"
Union,Oregon,"4,612","7,563"
Wallowa,Oregon,"1,490","2,832"
Wasco,Oregon,"5,649","4,900"
Washington,Oregon,"128,402","80,203"
Wheeler,Oregon,276,497
Yamhill,Oregon,"20,494","21,068"
Adams,Pennsylvania,"17,475","26,134"
Allegheny,Pennsylvania,"368,453","269,819"
Armstrong,Pennsylvania,"10,729","17,715"
Beaver,Pennsylvania,"39,738","42,358"
Bedford,Pennsylvania,"6,001","15,928"
Berks,Pennsylvania,"91,803","75,868"
Blair,Pennsylvania,"18,798","30,812"
Bradford,Pennsylvania,"10,202","14,911"
Bucks,Pennsylvania,"178,345","149,860"
Butler,Pennsylvania,"29,882","52,294"
Cambria,Pennsylvania,"30,697","29,981"
Cameron,Pennsylvania,802,"1,239"
Carbon,Pennsylvania,"13,235","12,646"
Centre,Pennsylvania,"41,141","32,543"
Chester,Pennsylvania,"135,150","112,266"
Clarion,Pennsylvania,"6,415","10,126"
Clearfield,Pennsylvania,"14,549","18,656"
Clinton,Pennsylvania,"6,799","7,126"
Columbia,Pennsylvania,"12,597","13,704"
Crawford,Pennsylvania,"15,684","19,265"
Cumberland,Pennsylvania,"45,355","59,693"
Dauphin,Pennsylvania,"69,352","57,964"
Delaware,Pennsylvania,"170,949","109,766"
Elk,Pennsylvania,"6,910","6,252"
Erie,Pennsylvania,"74,206","49,284"
Fayette,Pennsylvania,"25,509","25,669"
Forest,Pennsylvania,"1,014","1,366"
Franklin,Pennsylvania,"21,052","41,711"
Fulton,Pennsylvania,"1,562","4,612"
Greene,Pennsylvania,"7,365","7,451"
Huntingdon,Pennsylvania,"6,611","11,724"
Indiana,Pennsylvania,"16,964","19,617"
Jefferson,Pennsylvania,"6,132","11,248"
Juniata,Pennsylvania,"3,055","6,463"
Lackawanna,Pennsylvania,"67,112","39,198"
Lancaster,Pennsylvania,"97,290","124,475"
Lawrence,Pennsylvania,"19,371","21,496"
Lebanon,Pennsylvania,"22,004","32,325"
Lehigh,Pennsylvania,"86,226","62,668"
Luzerne,Pennsylvania,"71,903","60,512"
Lycoming,Pennsylvania,"18,335","30,215"
McKean,Pennsylvania,"6,186","8,835"
Mercer,Pennsylvania,"24,319","24,321"
Mifflin,Pennsylvania,"5,364","10,904"
Monroe,Pennsylvania,"36,655","25,892"
Montgomery,Pennsylvania,"249,493","163,030"
Montour,Pennsylvania,"3,347","4,555"
Northampton,Pennsylvania,"74,956","58,352"
Northumberland,Pennsylvania,"13,555","18,012"
Perry,Pennsylvania,"6,384","13,032"
Philadelphia,Pennsylvania,"574,930","113,260"
Pike,Pennsylvania,"11,448","12,456"
Potter,Pennsylvania,"2,277","5,073"
Schuylkill,Pennsylvania,"28,187","33,682"
Snyder,Pennsylvania,"5,375","9,895"
Somerset,Pennsylvania,"12,437","20,925"
Sullivan,Pennsylvania,"1,228","1,840"
Susquehanna,Pennsylvania,"8,314","10,551"
Tioga,Pennsylvania,"6,012","10,542"
Union,Pennsylvania,"7,207","9,720"
Venango,Pennsylvania,"8,708","12,817"
Warren,Pennsylvania,"8,669","9,824"
Washington,Pennsylvania,"44,286","48,753"
Wayne,Pennsylvania,"9,824","12,618"
Westmoreland,Pennsylvania,"69,004","96,786"
Wyoming,Pennsylvania,"5,631","6,494"
York,Pennsylvania,"81,748","107,367"
Bristol,RhodeIsland,"15,185","8,701"
Kent,RhodeIsland,"45,932","32,278"
Newport,RhodeIsland,"23,550","14,538"
Providence,RhodeIsland,"154,526","72,890"
Washington,RhodeIsland,"36,295","24,095"
Abbeville,SouthCarolina,"4,586","6,224"
Aiken,SouthCarolina,"25,982","42,706"
Allendale,SouthCarolina,"3,017",940
Anderson,SouthCarolina,"23,807","48,389"
Bamberg,SouthCarolina,"4,402","2,306"
Barnwell,SouthCarolina,"4,926","4,769"
Beaufort,SouthCarolina,"30,363","37,777"
Berkeley,SouthCarolina,"27,657","36,097"
Calhoun,SouthCarolina,"3,964","3,691"
Charleston,SouthCarolina,"82,280","69,521"
Cherokee,SouthCarolina,"7,191","13,266"
Chester,SouthCarolina,"7,405","6,278"
Chesterfield,SouthCarolina,"7,840","8,323"
Clarendon,SouthCarolina,"8,347","6,211"
Colleton,SouthCarolina,"8,576","8,500"
Darlington,SouthCarolina,"14,475","14,532"
Dillon,SouthCarolina,"7,406","5,873"
Dorchester,SouthCarolina,"21,691","29,785"
Edgefield,SouthCarolina,"5,072","6,332"
Fairfield,SouthCarolina,"7,591","3,912"
Florence,SouthCarolina,"26,491","27,611"
Georgetown,SouthCarolina,"14,053","15,694"
Greenville,SouthCarolina,"70,618","115,822"
Greenwood,SouthCarolina,"12,219","16,804"
Hampton,SouthCarolina,"5,811","3,438"
Horry,SouthCarolina,"38,575","64,197"
Jasper,SouthCarolina,"5,267","3,363"
Kershaw,SouthCarolina,"11,149","16,370"
Lancaster,SouthCarolina,"12,089","16,383"
Laurens,SouthCarolina,"10,565","15,314"
Lee,SouthCarolina,"5,958","3,073"
Lexington,SouthCarolina,"31,540","70,197"
Marion,SouthCarolina,"9,575","5,410"
Marlboro,SouthCarolina,"6,699","3,948"
McCormick,SouthCarolina,"2,747","2,436"
Newberry,SouthCarolina,"6,689","9,607"
Oconee,SouthCarolina,"9,475","21,157"
Orangeburg,SouthCarolina,"26,978","12,037"
Pickens,SouthCarolina,"11,640","32,453"
Richland,SouthCarolina,"104,029","57,234"
Saluda,SouthCarolina,"3,308","5,168"
Spartanburg,SouthCarolina,"40,855","63,385"
Sumter,SouthCarolina,"22,594","15,945"
Union,SouthCarolina,"5,925","7,447"
Williamsburg,SouthCarolina,"11,257","4,989"
York,SouthCarolina,"37,437","53,842"
Aurora,SouthDakota,655,794
Beadle,SouthDakota,"3,493","4,054"
Bennett,SouthDakota,557,614
BonHomme,SouthDakota,"1,367","1,712"
Brookings,SouthDakota,"7,207","6,431"
Brown,SouthDakota,"9,041","8,067"
Brule,SouthDakota,965,"1,407"
Buffalo,SouthDakota,454,156
Butte,SouthDakota,"1,306","2,821"
Campbell,SouthDakota,243,591
CharlesMix,SouthDakota,"1,807","2,109"
Clark,SouthDakota,830,"1,065"
Clay,SouthDakota,"3,808","2,296"
Codington,SouthDakota,"5,595","6,374"
Corson,SouthDakota,837,535
Custer,SouthDakota,"1,475","2,909"
Davison,SouthDakota,"3,554","4,731"
Day,SouthDakota,"1,785","1,372"
Deuel,SouthDakota,"1,054","1,088"
Dewey,SouthDakota,"1,326",658
Douglas,SouthDakota,424,"1,293"
Edmunds,SouthDakota,819,"1,213"
FallRiver,SouthDakota,"1,338","2,348"
Faulk,SouthDakota,426,739
Grant,SouthDakota,"1,786","1,951"
Gregory,SouthDakota,771,"1,423"
Haakon,SouthDakota,186,938
Hamlin,SouthDakota,"1,043","1,661"
Hand,SouthDakota,718,"1,247"
Hanson,SouthDakota,961,"1,426"
Harding,SouthDakota,135,575
Hughes,SouthDakota,"3,037","5,298"
Hutchinson,SouthDakota,"1,242","2,285"
Hyde,SouthDakota,226,547
Jackson,SouthDakota,435,668
Jerauld,SouthDakota,535,535
Jones,SouthDakota,147,463
Kingsbury,SouthDakota,"1,277","1,435"
Lake,SouthDakota,"3,033","2,993"
Lawrence,SouthDakota,"4,932","6,787"
Lincoln,SouthDakota,"8,642","11,803"
Lyman,SouthDakota,710,894
Marshall,SouthDakota,"1,261",900
McCook,SouthDakota,"1,219","1,646"
McPherson,SouthDakota,441,915
Meade,SouthDakota,"3,749","7,515"
Mellette,SouthDakota,373,445
Miner,SouthDakota,605,577
Minnehaha,SouthDakota,"39,831","39,241"
Moody,SouthDakota,"1,663","1,508"
Pennington,SouthDakota,"17,787","27,592"
Perkins,SouthDakota,499,"1,102"
Potter,SouthDakota,482,937
Roberts,SouthDakota,"2,672","1,781"
Sanborn,SouthDakota,500,669
Shannon,SouthDakota,"2,967",330
Spink,SouthDakota,"1,550","1,660"
Stanley,SouthDakota,510,"1,017"
Sully,SouthDakota,233,581
Todd,SouthDakota,"2,208",571
Tripp,SouthDakota,914,"1,859"
Turner,SouthDakota,"1,681","2,538"
Union,SouthDakota,"3,244","4,310"
Walworth,SouthDakota,923,"1,668"
Yankton,SouthDakota,"4,838","5,039"
Ziebach,SouthDakota,554,312
Anderson,Tennessee,"11,385","19,614"
Bedford,Tennessee,"5,026","10,215"
Benton,Tennessee,"2,644","3,695"
Bledsoe,Tennessee,"1,517","3,166"
Blount,Tennessee,"15,252","35,553"
Bradley,Tennessee,"9,353","28,324"
Campbell,Tennessee,"3,866","6,535"
Cannon,Tennessee,"2,010","3,320"
Carroll,Tennessee,"3,980","7,454"
Carter,Tennessee,"5,587","15,849"
Cheatham,Tennessee,"5,497","10,697"
Chester,Tennessee,"1,794","4,586"
Claiborne,Tennessee,"3,078","7,174"
Clay,Tennessee,"1,248","1,674"
Cocke,Tennessee,"3,339","8,945"
Coffee,Tennessee,"7,128","13,239"
Crockett,Tennessee,"1,818","3,749"
Cumberland,Tennessee,"7,889","17,436"
Davidson,Tennessee,"158,032","102,702"
Decatur,Tennessee,"1,595","3,178"
DeKalb,Tennessee,"2,832","4,085"
Dickson,Tennessee,"7,504","11,672"
Dyer,Tennessee,"4,411","9,859"
Fayette,Tennessee,"6,888","12,158"
Fentress,Tennessee,"1,831","4,789"
Franklin,Tennessee,"6,609","10,533"
Gibson,Tennessee,"7,406","13,516"
Giles,Tennessee,"4,614","6,902"
Grainger,Tennessee,"2,065","5,297"
Greene,Tennessee,"7,107","17,148"
Grundy,Tennessee,"1,969","2,561"
Hamblen,Tennessee,"6,804","15,501"
Hamilton,Tennessee,"64,205","81,666"
Hancock,Tennessee,604,"1,587"
Hardeman,Tennessee,"5,919","5,225"
Hardin,Tennessee,"2,794","7,076"
Hawkins,Tennessee,"5,924","14,745"
Haywood,Tennessee,"4,891","3,165"
Henderson,Tennessee,"3,021","7,669"
Henry,Tennessee,"5,152","8,182"
Hickman,Tennessee,"3,563","4,784"
Houston,Tennessee,"1,678","1,608"
Humphreys,Tennessee,"3,600","3,818"
Jackson,Tennessee,"2,284","2,185"
Jefferson,Tennessee,"5,177","13,092"
Johnson,Tennessee,"1,837","4,620"
Knox,Tennessee,"67,923","109,847"
Lake,Tennessee,"1,024","1,175"
Lauderdale,Tennessee,"4,322","4,933"
Lawrence,Tennessee,"5,160","10,565"
Lewis,Tennessee,"1,803","2,951"
Lincoln,Tennessee,"3,694","9,226"
Loudon,Tennessee,"6,058","15,815"
Macon,Tennessee,"2,060","5,145"
Madison,Tennessee,"20,027","23,289"
Marion,Tennessee,"4,506","6,746"
Marshall,Tennessee,"4,319","6,755"
Maury,Tennessee,"13,057","20,282"
McMinn,Tennessee,"5,539","12,984"
McNairy,Tennessee,"3,131","7,134"
Meigs,Tennessee,"1,371","2,795"
Monroe,Tennessee,"5,049","11,478"
Montgomery,Tennessee,"25,634","30,103"
Moore,Tennessee,881,"2,010"
Morgan,Tennessee,"1,969","4,717"
Obion,Tennessee,"4,308","8,873"
Overton,Tennessee,"3,418","4,495"
Perry,Tennessee,"1,329","1,596"
Pickett,Tennessee,854,"1,786"
Polk,Tennessee,"2,124","4,267"
Putnam,Tennessee,"9,735","17,098"
Rhea,Tennessee,"2,905","8,033"
Roane,Tennessee,"7,222","15,643"
Robertson,Tennessee,"9,318","17,903"
Rutherford,Tennessee,"40,412","59,850"
Scott,Tennessee,"1,720","4,931"
Sequatchie,Tennessee,"1,717","3,606"
Sevier,Tennessee,"8,597","24,915"
Shelby,Tennessee,"253,633","143,422"
Smith,Tennessee,"2,990","4,561"
Stewart,Tennessee,"2,470","2,956"
Sullivan,Tennessee,"18,346","44,802"
Sumner,Tennessee,"21,486","44,947"
Tipton,Tennessee,"7,911","17,114"
Trousdale,Tennessee,"1,474","1,687"
Unicoi,Tennessee,"2,106","5,011"
Union,Tennessee,"1,828","4,461"
VanBuren,Tennessee,849,"1,293"
Warren,Tennessee,"5,515","8,558"
Washington,Tennessee,"15,894","32,216"
Wayne,Tennessee,"1,355","4,075"
Weakley,Tennessee,"4,594","8,853"
White,Tennessee,"3,369","6,100"
Williamson,Tennessee,"27,879","64,843"
Wilson,Tennessee,"15,462","33,767"
Anderson,Texas,"4,624","11,855"
Andrews,Texas,790,"3,815"
Angelina,Texas,"9,377","19,569"
Aransas,Texas,"3,005","6,691"
Archer,Texas,739,"3,591"
Armstrong,Texas,128,856
Atascosa,Texas,"4,400","5,546"
Austin,Texas,"2,819","8,777"
Bailey,Texas,680,"1,618"
Bandera,Texas,"2,248","6,934"
Bastrop,Texas,"11,678","13,797"
Baylor,Texas,366,"1,262"
Bee,Texas,"3,645","4,467"
Bell,Texas,"40,185","49,066"
Bexar,Texas,"275,023","245,932"
Blanco,Texas,"1,466","3,417"
Borden,Texas,40,316
Bosque,Texas,"1,796","5,760"
Bowie,Texas,"10,801","24,136"
Brazoria,Texas,"36,461","67,444"
Brazos,Texas,"20,459","37,403"
Brewster,Texas,"1,819","1,781"
Briscoe,Texas,205,616
Brooks,Texas,"1,747",556
Brown,Texas,"2,819","12,049"
Burleson,Texas,"2,053","4,546"
Burnet,Texas,"4,596","12,034"
Caldwell,Texas,"5,385","6,084"
Calhoun,Texas,"2,727","4,106"
Callahan,Texas,"1,063","4,589"
Cameron,Texas,"48,401","26,641"
Camp,Texas,"1,733","2,794"
Carson,Texas,406,"2,547"
Cass,Texas,"3,489","8,276"
Castro,Texas,719,"1,561"
Chambers,Texas,"3,185","9,966"
Cherokee,Texas,"4,605","11,693"
Childress,Texas,497,"1,782"
Clay,Texas,"1,085","4,213"
Cochran,Texas,284,758
Coke,Texas,297,"1,252"
Coleman,Texas,643,"3,011"
Collin,Texas,"108,208","184,116"
Collingsworth,Texas,292,"1,052"
Colorado,Texas,"2,503","5,790"
Comal,Texas,"12,365","35,203"
Comanche,Texas,"1,339","3,807"
Concho,Texas,257,807
Cooke,Texas,"3,051","11,871"
Coryell,Texas,"6,611","11,537"
Cottle,Texas,187,509
Crane,Texas,319,"1,119"
Crockett,Texas,512,"1,026"
Crosby,Texas,684,"1,221"
Culberson,Texas,510,267
Dallam,Texas,302,"1,267"
Dallas,Texas,"424,468","309,477"
Dawson,Texas,"1,135","2,894"
DeWitt,Texas,"1,715","4,888"
DeafSmith,Texas,"1,246","3,456"
Delta,Texas,589,"1,580"
Denton,Texas,"90,830","149,592"
Dickens,Texas,234,730
Dimmit,Texas,"2,692",874
Donley,Texas,291,"1,370"
Duval,Texas,"3,298","1,076"
Eastland,Texas,"1,271","5,163"
Ector,Texas,"9,118","26,190"
Edwards,Texas,346,673
ElPaso,Texas,"121,589","61,598"
Ellis,Texas,"15,315","38,046"
Erath,Texas,"3,126","10,757"
Falls,Texas,"1,958","2,975"
Fannin,Texas,"3,464","8,090"
Fayette,Texas,"3,009","7,572"
Fisher,Texas,687,"1,083"
Floyd,Texas,729,"1,784"
Foard,Texas,208,327
FortBend,Texas,"98,136","102,846"
Franklin,Texas,"1,094","3,394"
Freestone,Texas,"2,032","5,201"
Frio,Texas,"2,405","1,644"
Gaines,Texas,650,"3,385"
Galveston,Texas,"41,543","61,844"
Garza,Texas,375,"1,355"
Gillespie,Texas,"2,570","9,559"
Glasscock,Texas,52,502
Goliad,Texas,"1,329","2,298"
Gonzales,Texas,"2,158","4,062"
Gray,Texas,"1,153","6,920"
Grayson,Texas,"13,892","31,122"
Gregg,Texas,"13,130","29,159"
Grimes,Texas,"2,704","5,561"
Guadalupe,Texas,"16,070","30,750"
Hale,Texas,"2,693","7,139"
Hall,Texas,324,930
Hamilton,Texas,862,"2,875"
Hansford,Texas,239,"1,847"
Hardeman,Texas,373,"1,199"
Hardin,Texas,"3,935","16,589"
Harris,Texas,"588,611","570,143"
Harrison,Texas,"8,874","17,085"
Hartley,Texas,250,"1,711"
Haskell,Texas,699,"1,388"
Hays,Texas,"28,416","29,624"
Hemphill,Texas,216,"1,342"
Henderson,Texas,"7,890","20,810"
Hidalgo,Texas,"90,122","39,614"
Hill,Texas,"3,802","9,220"
Hockley,Texas,"1,794","5,789"
Hood,Texas,"5,078","17,269"
Hopkins,Texas,"3,528","9,297"
Houston,Texas,"2,653","5,869"
Howard,Texas,"2,539","7,020"
Hudspeth,Texas,430,458
Hunt,Texas,"8,591","20,571"
Hutchinson,Texas,"1,321","7,358"
Irion,Texas,164,644
Jack,Texas,470,"2,527"
Jackson,Texas,"1,251","3,560"
Jasper,Texas,"3,636","8,960"
JeffDavis,Texas,467,746
Jefferson,Texas,"44,854","42,877"
JimHogg,Texas,"1,336",472
JimWells,Texas,"6,683","4,825"
Johnson,Texas,"12,903","36,683"
Jones,Texas,"1,525","4,197"
Karnes,Texas,"1,710","2,658"
Kaufman,Texas,"11,157","23,727"
Kendall,Texas,"3,591","12,960"
Kenedy,Texas,108,93
Kent,Texas,99,342
Kerr,Texas,"5,564","16,729"
Kimble,Texas,341,"1,487"
King,Texas,8,151
Kinney,Texas,633,907
Kleberg,Texas,"5,251","4,539"
Knox,Texas,366,986
LaSalle,Texas,"1,051",713
LaVaca,Texas,"1,867","6,286"
Lamar,Texas,"5,240","12,940"
Lamb,Texas,"1,156","3,344"
Lampasas,Texas,"1,895","5,628"
Lee,Texas,"2,000","4,312"
Leon,Texas,"1,415","5,563"
Liberty,Texas,"5,980","15,417"
Limestone,Texas,"2,515","5,062"
Lipscomb,Texas,155,"1,092"
LiveOak,Texas,"1,038","3,079"
Llano,Texas,"2,250","7,279"
Loving,Texas,12,67
Lubbock,Texas,"30,295","66,028"
Lynn,Texas,623,"1,469"
Madison,Texas,"1,144","2,883"
Marion,Texas,"1,644","2,566"
Martin,Texas,314,"1,389"
Mason,Texas,546,"1,543"
Matagorda,Texas,"6,682","11,929"
Maverick,Texas,"8,554","2,316"
McCulloch,Texas,728,"2,263"
McLennan,Texas,"29,959","49,005"
McMullen,Texas,131,400
Medina,Texas,"5,119","10,404"
Menard,Texas,295,712
Midland,Texas,"9,672","36,135"
Milam,Texas,"3,040","5,215"
Mills,Texas,398,"1,753"
Mitchell,Texas,586,"1,814"
Montague,Texas,"1,594","6,235"
Montgomery,Texas,"36,530","119,542"
Moore,Texas,"1,123","4,282"
Morris,Texas,"2,054","3,157"
Motley,Texas,67,522
Nacogdoches,Texas,"8,393","14,828"
Navarro,Texas,"5,399","10,803"
Newton,Texas,"1,750","3,440"
Nolan,Texas,"1,521","3,485"
Nueces,Texas,"47,811","52,264"
Ochiltree,Texas,243,"2,851"
Oldham,Texas,102,813
Orange,Texas,"7,646","21,509"
PaloPinto,Texas,"2,499","7,264"
Panola,Texas,"2,586","7,582"
Parker,Texas,"10,429","36,646"
Parmer,Texas,719,"2,969"
Pecos,Texas,"1,476","2,480"
Polk,Texas,"6,215","13,703"
Potter,Texas,"8,932","20,741"
Presidio,Texas,"1,250",489
Rains,Texas,"1,041","3,130"
Randall,Texas,"9,461","41,895"
Reagan,Texas,197,795
Real,Texas,375,"1,237"
RedRiver,Texas,"1,538","3,461"
Reeves,Texas,"1,605","1,444"
Refugio,Texas,"1,382","1,853"
Roberts,Texas,41,477
Robertson,Texas,"2,674","3,979"
Rockwall,Texas,"8,468","23,243"
Runnels,Texas,720,"3,118"
Rusk,Texas,"4,983","13,641"
Sabine,Texas,"1,077","3,749"
SanAugustine,Texas,"1,327","2,338"
SanJacinto,Texas,"2,721","6,151"
SanPatricio,Texas,"8,842","12,390"
SanSaba,Texas,487,"1,941"
Schleicher,Texas,322,969
Scurry,Texas,"1,088","4,414"
Shackelford,Texas,208,"1,284"
Shelby,Texas,"2,546","6,629"
Sherman,Texas,78,493
Smith,Texas,"23,628","54,995"
Somervell,Texas,798,"2,675"
Starr,Texas,"8,233","1,488"
Stephens,Texas,626,"2,869"
Sterling,Texas,97,520
Stonewall,Texas,206,524
Sutton,Texas,381,"1,189"
Swisher,Texas,812,"1,676"
Tarrant,Texas,"274,101","347,843"
Taylor,Texas,"12,658","34,265"
Terrell,Texas,186,323
Terry,Texas,"1,379","2,863"
Throckmorton,Texas,166,671
Titus,Texas,"3,140","6,023"
TomGreen,Texas,"11,068","27,201"
Travis,Texas,"253,278","136,671"
Trinity,Texas,"1,924","4,091"
Tyler,Texas,"2,159","5,633"
Upshur,Texas,"2,106","5,871"
Upton,Texas,288,898
Uvalde,Texas,"4,120","4,585"
ValVerde,Texas,"6,982","5,752"
VanZandt,Texas,"4,503","15,727"
Victoria,Texas,"9,829","19,876"
Walker,Texas,"7,323","11,610"
Waller,Texas,"7,107","8,238"
Ward,Texas,899,"2,667"
Washington,Texas,"4,031","10,173"
Webb,Texas,"33,435","13,111"
Wharton,Texas,"4,935","9,427"
Wheeler,Texas,314,"1,916"
Wichita,Texas,"13,828","31,673"
Wilbarger,Texas,"1,196","3,279"
Willacy,Texas,"3,405","1,454"
Williamson,Texas,"67,347","87,938"
Wilson,Texas,"5,360","10,903"
Winkler,Texas,477,"1,529"
Wise,Texas,"4,469","15,967"
Wood,Texas,"3,996","13,638"
Yoakum,Texas,450,"1,989"
Young,Texas,"1,302","5,938"
Zapata,Texas,"1,939",918
Zavala,Texas,"3,263",596
Beaver,Utah,509,"1,786"
BoxElder,Utah,"3,080","14,340"
Cache,Utah,"9,806","27,799"
Carbon,Utah,"3,368","3,960"
Daggett,Utah,129,294
Davis,Utah,"28,831","73,317"
Duchesne,Utah,897,"4,592"
Emery,Utah,965,"3,338"
Garfield,Utah,402,"1,663"
Grand,Utah,"1,981","1,787"
Iron,Utah,"3,078","11,786"
Juab,Utah,730,"2,647"
Kane,Utah,850,"2,194"
Millard,Utah,733,"3,565"
Morgan,Utah,674,"3,219"
Piute,Utah,141,635
Rich,Utah,154,829
SaltLake,Utah,"161,696","163,579"
SanJuan,Utah,"2,322","2,586"
Sanpete,Utah,"1,449","6,036"
Sevier,Utah,"1,320","6,222"
Summit,Utah,"9,194","6,691"
Tooele,Utah,"5,349","10,201"
Uintah,Utah,"1,407","8,113"
Utah,Utah,"26,276","111,273"
Wasatch,Utah,"2,818","5,271"
Washington,Utah,"9,251","33,594"
Wayne,Utah,333,930
Weber,Utah,"24,028","43,250"
Addison,Vermont,"13,232","5,652"
Bennington,Vermont,"12,523","6,116"
Caledonia,Vermont,"8,899","5,470"
Chittenden,Vermont,"44,347","19,850"
Essex,Vermont,"1,731","1,218"
Franklin,Vermont,"13,180","7,853"
GrandIsle,Vermont,"2,694","1,490"
Lamoille,Vermont,"8,914","3,515"
Orange,Vermont,"9,777","5,043"
Orleans,Vermont,"7,992","4,478"
Rutland,Vermont,"19,355","11,584"
Washington,Vermont,"22,304","9,120"
Windham,Vermont,"17,580","5,997"
Windsor,Vermont,"21,424","9,072"
Accomack,Virginia,"7,607","7,833"
Albemarle,Virginia,"29,792","20,576"
Alexandria,Virginia,"50,473","19,181"
Alleghany,Virginia,"3,553","3,715"
Amelia,Virginia,"2,488","3,970"
Amherst,Virginia,"6,094","8,470"
Appomattox,Virginia,"2,641","4,903"
Arlington,Virginia,"78,994","29,876"
Augusta,Virginia,"9,825","23,120"
Bath,Virginia,"1,043","1,349"
